year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2024,1501+,Moscow Polytechnic University,"10,148",16.0,13%,39 : 61,
2024,1501+,Moscow State University of Civil Engineering,"12,468",13.3,7%,,
2024,1501+,University of Mosul,"59,250",20.2,0%,47 : 53,
2024,1501+,Moulay Ismail University,"80,390",71.0,0%,54 : 46,
2024,1501+,Université Mouloud Mammeri de Tizi-Ouzou,"43,829",20.8,0%,61 : 39,
2024,1501+,Muroran Institute of Technology,"3,364",20.5,6%,14 : 86,
2024,1501+,Mustansiriyah University,"30,964",6.5,1%,52 : 48,
2024,1501+,University of Mysore,"10,130",25.8,8%,33 : 67,
2024,1501+,Universidad Nacional del Litoral,"50,145",35.2,0%,63 : 37,
2024,1501+,Nara Women’s University,"2,592",8.7,5%,100 : 0,
2024,1501+,Naresuan University,"27,234",18.3,1%,68 : 32,
2024,1501+,"State University ""Kyiv Aviation Institute""","13,080",9.8,5%,39 : 61,
2024,1501+,National Chiayi University,"11,251",22.5,3%,49 : 51,
2024,1501+,National Chi Nan University,"5,853",14.7,9%,53 : 47,
2024,1501+,National University of Córdoba,"174,780",16.9,1%,65 : 35,
2024,1501+,National University of Costa Rica,"20,913",11.0,3%,56 : 44,
2024,1501+,National Formosa University,"11,134",19.5,1%,22 : 78,
2024,1501+,National Ilan University,"5,637",23.8,2%,36 : 64,
2024,1501+,National University of Kaohsiung,"5,916",25.0,4%,41 : 59,
2024,1501+,National University of Life and Environmental Sciences of Ukraine,"17,628",15.2,1%,45 : 55,
2024,1501+,National University of Medical Sciences (NUMS),"8,693",4.6,3%,57 : 43,
2024,1501+,National Research Saratov State University,"9,664",9.3,11%,58 : 42,
2024,1501+,National University of San Martín,"16,591",16.3,5%,60 : 40,
2024,1501+,National Taichung University of Science and Technology,"16,191",12.3,1%,69 : 31,
2024,1501+,National Taipei University,"8,386",15.7,6%,55 : 45,
2024,1501+,National Technical University Kharkiv Polytechnic Institute,"11,055",7.9,14%,31 : 69,
2024,1501+,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,"21,170",8.0,3%,30 : 70,
2024,1501+,National United University,"7,415",20.6,1%,32 : 68,
2024,1501+,NED University of Engineering and Technology,"12,878",24.0,0%,37 : 63,
2024,1501+,Universitas Negeri Surabaya,"35,066",28.0,1%,63 : 37,
2024,1501+,Universitas Negeri Yogyakarta,"24,073",16.3,1%,61 : 39,
2024,1501+,Nizhny Novgorod State Technical University n.a. R.E. Alekseev,"7,931",14.7,4%,25 : 75,
2024,1501+,Nnamdi Azikiwe University,"33,856",15.9,0%,46 : 54,
2024,1501+,North-Caucasus Federal University,"18,917",8.0,11%,51 : 49,
2024,1501+,"University of the North, Colombia","13,471",17.3,0%,52 : 48,
2024,1501+,North-Eastern Federal University,"12,179",12.2,4%,55 : 45,
2024,1501+,Northern (Arctic) Federal University named after M.V. Lomonosov,"8,341",14.9,9%,48 : 52,
2024,1501+,North-Western State Medical University named after I.I. Mechnikov,"6,539",5.4,11%,68 : 32,
2024,1501+,Nosov Magnitogorsk State Technical University,"7,523",13.4,4%,49 : 51,
2024,1501+,Universidade Nove de Julho (Uninove),"82,463",23.6,1%,58 : 42,
2024,1501+,University of Novi Sad,"47,978",15.1,1%,57 : 43,
2024,1501+,Novosibirsk State Technical University,"12,615",14.6,17%,40 : 60,
2024,1501+,Nueva Granada Military University,"18,426",9.7,0%,46 : 54,
2024,1501+,Obafemi Awolowo University,"29,679",22.5,0%,45 : 55,
2024,1501+,Ogarev Mordovia State University,"11,795",11.6,17%,49 : 51,
2024,1501+,Oita University,"5,381",8.5,2%,38 : 62,
2024,1501+,Oles Honchar Dnipro National University,"7,478",10.1,2%,56 : 44,
2024,1501+,Niğde Ömer Halisdemir University,"14,088",20.1,5%,80 : 20,
2024,1501+,Omsk State Technical University,"12,150",14.0,13%,33 : 67,
2024,1501+,Ondokuz Mayis University,"38,149",18.3,14%,44 : 56,
2024,1501+,Oran 1 University,"25,443",21.9,1%,70 : 30,
2024,1501+,Ordu University,"11,050",18.7,0%,52 : 48,
2024,1501+,Osaka Institute of Technology,"7,407",35.4,1%,14 : 86,
2024,1501+,Osaka Medical and Pharmaceutical University,"3,132",5.5,1%,59 : 41,
2024,1501+,University of Ostrava,"8,526",16.0,9%,71 : 29,
2024,1501+,Ovidius University of Constanța,"17,355",12.5,7%,61 : 39,
2024,1501+,Universitas Padjadjaran,"35,498",11.3,1%,59 : 41,
2024,1501+,Pamukkale University,"33,761",22.0,3%,44 : 56,
2024,1501+,Universidad Panamericana (UP),"15,469",7.8,2%,48 : 52,
2024,1501+,University of Pannonia,"5,241",19.5,7%,48 : 52,
2024,1501+,University of Pardubice,"7,375",13.5,10%,56 : 44,
2024,1501+,Pavlov First Saint Petersburg State Medical University,"5,462",7.0,14%,75 : 25,
2024,1501+,Payame Noor University,"428,888",120.3,1%,60 : 40,
2024,1501+,Universidad Pedagogica y Tecnologica de Colombia - UPTC,"33,268",16.0,0%,54 : 46,
2024,1501+,University of the Peloponnese,"12,801",39.4,1%,52 : 48,
2024,1501+,Universitas Pendidikan Indonesia,"32,713",18.5,1%,61 : 39,
2024,1501+,Penza State University,"17,934",17.2,12%,56 : 44,
2024,1501+,Perm National Research Polytechnic University,"8,719",10.2,9%,37 : 63,
2024,1501+,Perm State University,"9,845",12.0,5%,59 : 41,
2024,1501+,University of Pernambuco,"21,435",16.9,0%,,
2024,1501+,Universidad Peruana de Ciencias Aplicadas (UPC),"56,595",21.1,1%,50 : 50,
2024,1501+,University of Phayao,"17,256",17.1,0%,66 : 34,
2024,1501+,Universidad Politécnica Salesiana,"22,513",24.2,1%,40 : 60,
2024,1501+,Polytechnic University of Bucharest,"29,166",23.2,4%,36 : 64,
2024,1501+,Polytechnic University of Timişoara,"11,846",18.7,3%,38 : 62,
2024,1501+,Pontifical Catholic University of Minas Gerais,"37,267",36.0,1%,57 : 43,
2024,1501+,Universidad Pontificia Bolivariana (UPB),"10,565",10.6,2%,57 : 43,
2024,1501+,Pontificia Universidad Católica del Ecuador,"21,237",25.4,1%,56 : 44,
2024,1501+,University of Port Harcourt,"31,493",17.1,0%,35 : 65,
2024,1501+,University of Economics in Prague,"14,306",29.1,27%,53 : 47,
2024,1501+,University of Primorska,"5,805",15.3,18%,77 : 23,
2024,1501+,University of Prishtina,"28,532",31.4,1%,65 : 35,
2024,1501+,Privolzhsky Research Medical University,"5,896",10.3,23%,68 : 32,
2024,1501+,PSG College of Technology,"8,140",14.2,0%,37 : 63,
2024,1501+,Recep Tayyip Erdoğan University,"12,407",16.9,4%,54 : 46,
2024,1501+,REVA University,"13,907",18.7,1%,34 : 66,
2024,1501+,Riga Stradiņš University,"8,761",21.8,29%,75 : 25,
2024,1501+,University of Rijeka,"13,163",15.6,3%,58 : 42,
2024,1501+,Russian Presidential Academy of National Economy and Public Administration,"18,646",10.4,4%,63 : 37,
2024,1501+,Russian State University for the Humanities,"16,679",22.1,4%,69 : 31,
2024,1501+,R V College of Engineering,"5,741",14.9,0%,26 : 74,
2024,1501+,Ryukoku University,"15,818",27.7,2%,36 : 64,
2024,1501+,University of the Ryukyus,"7,534",9.9,2%,39 : 61,
2024,1501+,Rzeszów University of Technology,"10,742",11.6,1%,38 : 62,
2024,1501+,University of La Sabana,"11,838",17.1,2%,56 : 44,
2024,1501+,Saga University,"6,518",9.8,2%,42 : 58,
2024,1501+,Saitama University,"8,321",15.3,6%,32 : 68,
2024,1501+,Samara State Technical University,"12,762",16.0,5%,38 : 62,
2024,1501+,San Sebastián University,"38,101",19.8,0%,63 : 37,
2024,1501+,"University of Santiago, Chile (USACH)","24,717",20.8,2%,45 : 55,
2024,1501+,University of Santo Tomas,"31,813",13.3,7%,51 : 49,
2024,1501+,University of Sarajevo,"25,468",15.6,0%,64 : 36,
2024,1501+,Saratov State Medical University,"7,242",6.6,12%,,
2024,1501+,Satbayev University,"8,114",12.4,5%,44 : 56,
2024,1501+,University of Sciences and Technology Houari Boumediene,"39,136",19.5,0%,47 : 53,
2024,1501+,University of Science and Technology of Oran Mohamed-Boudiaf,"18,552",9.6,1%,50 : 50,
2024,1501+,SGH Warsaw School of Economics,"8,618",16.5,13%,49 : 51,
2024,1501+,Shahed University,"5,207",15.8,0%,53 : 47,
2024,1501+,Shimane University,"6,005",8.2,3%,40 : 60,
2024,1501+,Shizuoka University,"9,928",14.5,4%,29 : 71,
2024,1501+,University of Shizuoka,"3,134",11.5,3%,61 : 39,
2024,1501+,Reshetnev Siberian State University of Science and Technology,"16,411",22.9,3%,40 : 60,
2024,1501+,Siberian State Medical University,"6,798",10.6,21%,71 : 29,
2024,1501+,Sichuan University of Science and Engineering,"44,741",22.9,1%,39 : 61,
2024,1501+,University of Silesia in Katowice,"19,222",11.6,4%,67 : 33,
2024,1501+,Silpakorn University,"22,163",18.8,2%,69 : 31,
2024,1501+,University of Sistan and Baluchestan,"8,890",19.6,1%,58 : 42,
2024,1501+,Sivas Cumhuriyet University,"33,919",32.4,8%,50 : 50,
2024,1501+,Slovak University of Technology in Bratislava,"10,678",8.5,7%,31 : 69,
2024,1501+,Sofia University,"22,467",7.5,7%,67 : 33,
2024,1501+,University of Sonora,"34,176",26.0,1%,57 : 43,
2024,1501+,Sophia University,"13,265",12.7,10%,60 : 40,
2024,1501+,Southwest State University,"6,592",13.4,11%,39 : 61,
2024,1501+,University of Sri Jayewardenepura,"17,629",22.9,0%,63 : 37,
2024,1501+,Srinakharinwirot University,"28,132",18.9,1%,67 : 33,
2024,1501+,Universitas Sriwijaya,"36,361",24.7,0%,60 : 40,
2024,1501+,Saints Cyril and Methodius University in Skopje,"26,800",13.5,5%,63 : 37,
2024,1501+,State University of Bahia,"25,067",11.9,0%,66 : 34,
2024,1501+,State University of Malang,"33,358",30.5,4%,55 : 45,
2024,1501+,State University of Ponta Grossa,"8,568",8.9,0%,55 : 45,
2024,1501+,State University of Santa Cruz,"7,854",9.8,2%,46 : 54,
2024,1501+,Süleyman Demirel University,"39,648",32.3,5%,52 : 48,
2024,1501+,Université Sultan Moulay Slimane,"38,741",56.2,0%,52 : 48,
2024,1501+,Universitas Sumatera Utara,"35,761",19.2,2%,54 : 46,
2024,1501+,Széchenyi István University,"9,573",14.8,5%,45 : 55,
2024,1501+,Tamil Nadu Agricultural University,"7,000",9.3,0%,61 : 39,
2024,1501+,Taras Shevchenko National University of Kyiv,"25,937",10.6,5%,56 : 44,
2024,1501+,Technical University of Liberec,"5,303",13.3,10%,54 : 46,
2024,1501+,Technical University of Sofia,"10,318",9.7,9%,21 : 79,
2024,1501+,Technological University of Pereira,"17,877",17.8,0%,44 : 56,
2024,1501+,Universidad Técnica Particular de Loja,"57,924",29.3,1%,56 : 44,
2024,1501+,Universidade Tecnológica Federal do Paraná (UTFPR),"39,007",15.3,1%,30 : 70,
2024,1501+,Teikyo University,"23,162",16.0,5%,36 : 64,
2024,1501+,Universiti Teknologi MARA,"60,755",16.3,1%,67 : 33,
2024,1501+,Telkom University,"18,956",16.8,3%,42 : 58,
2024,1501+,Temuco Catholic University,"10,775",11.1,0%,61 : 39,
2024,1501+,Tokat Gaziosmanpaşa University,"22,547",15.2,9%,45 : 55,
2024,1501+,Tokyo University of Agriculture,"13,004",32.2,2%,43 : 57,
2024,1501+,Tokyo City University,"7,479",26.8,2%,23 : 77,
2024,1501+,Tokyo Denki University,"9,837",28.7,3%,13 : 87,
2024,1501+,Tomsk State University of Control Systems and Radioelectronics,"6,452",12.1,14%,29 : 71,
2024,1501+,Tottori University,"5,998",8.0,2%,38 : 62,
2024,1501+,Toyama Prefectural University,"1,864",9.5,2%,31 : 69,
2024,1501+,Toyo University,"30,662",23.5,5%,42 : 58,
2024,1501+,Tula State University,"18,428",35.0,3%,60 : 40,
2024,1501+,Ufa University of Science and Technology,"24,187",12.6,5%,37 : 63,
2024,1501+,Ufa State Petroleum Technological University,"12,971",8.2,11%,38 : 62,
2024,1501+,Universiti Malaysia Sabah (UMS),"17,316",16.6,4%,66 : 34,
2024,1501+,Uşak University,"19,043",27.4,11%,49 : 51,
2024,1501+,Utsunomiya University,"4,805",13.7,4%,37 : 63,
2024,1501+,Uzhhorod National University,"14,460",11.3,13%,53 : 47,
2024,1501+,Universidad del Valle,"33,442",8.9,1%,50 : 50,
2024,1501+,University of Valparaíso,"16,627",19.0,2%,58 : 42,
2024,1501+,Van Yüzüncü Yil University,"20,317",17.5,3%,47 : 53,
2024,1501+,Instituto Politécnico de Viana do Castelo,"5,364",19.8,10%,49 : 51,
2024,1501+,Vietnam National University (Ho Chi Minh City),"83,599",24.5,1%,46 : 54,
2024,1501+,"Vignan’s Foundation for Science, Technology and Research","7,111",11.3,1%,47 : 53,
2024,1501+,V.I. Vernadsky Crimean Federal University (Vernadsky CFU),"21,485",12.5,9%,55 : 45,
2024,1501+,V.N. Karazin Kharkiv National University,"17,491",8.3,28%,53 : 47,
2024,1501+,Volgograd State Technical University,"12,884",13.9,10%,30 : 70,
2024,1501+,Voronezh State University,"16,386",11.1,15%,52 : 48,
2024,1501+,Voronezh State Technical University,"10,060",13.5,6%,36 : 64,
2024,1501+,University of Warmia and Mazury in Olsztyn,"16,899",17.5,3%,60 : 40,
2024,1501+,University of West Attica,"37,470",37.9,0%,50 : 50,
2024,1501+,Yanshan University,"39,191",13.4,1%,39 : 61,
2024,1501+,Yeditepe University,"17,378",27.5,6%,55 : 45,
2024,1501+,Yerevan State University,"13,838",8.0,2%,53 : 47,
2024,1501+,Yuriy Fedkovych Chernivtsi National University,"10,592",10.4,1%,56 : 44,
2024,1501+,Zonguldak Bülent Ecevit University,"29,329",22.4,8%,57 : 43,
2024,Reporter,Abai Kazakh National Pedagogical University,"16,862",16.1,3%,59 : 41,
2024,Reporter,Abbes Laghrour University of Khenchala,"18,085",26.1,0%,70 : 30,
2024,Reporter,Abbottabad University of Science and Technology,"4,200",13.3,0%,31 : 69,
2024,Reporter,Abdelhafid Boussouf University Center of Mila,"11,027",24.9,0%,72 : 28,
2024,Reporter,Abdullah Gül University,"2,944",22.5,9%,46 : 54,
2024,Reporter,Abertay University,"4,205",23.4,21%,47 : 53,
2024,Reporter,Abia State University,"21,502",45.8,0%,49 : 51,
2024,Reporter,Abrar University,495,5.5,0%,40 : 60,
2024,Reporter,Ada Kent University,911,1.0,19%,39 : 61,
2024,Reporter,Adventist University of Central Africa,"3,174",31.7,11%,44 : 56,
2024,Reporter,AECC University College,780,19.5,39%,45 : 55,
2024,Reporter,University Center of Aflou,"4,532",23.7,0%,48 : 52,
2024,Reporter,University of Agronomic Sciences and Veterinary Medicine of Bucharest,"11,560",16.7,3%,49 : 51,
2024,Reporter,Universitas Ahmad Dahlan,"25,871",34.6,1%,61 : 39,
2024,Reporter,Ahmed Draia University,"14,520",28.0,0%,59 : 41,
2024,Reporter,Aichi Prefectural University,"3,260",15.4,1%,72 : 28,
2024,Reporter,Université d’Ain Témouchent,"12,202",17.2,1%,64 : 36,
2024,Reporter,Ajeenkya DY Patil University,"2,735",15.8,1%,18 : 82,
2024,Reporter,Ajman University,"4,823",15.1,82%,59 : 41,
2024,Reporter,Akhmet Yassawi University,"10,010",8.6,10%,60 : 40,
2024,Reporter,Akita Prefectural University,"1,823",8.9,1%,27 : 73,
2024,Reporter,Akli Mohand Oulhadj Bouira University,"21,831",28.3,0%,52 : 48,
2024,Reporter,Akwa Ibom State University,"10,243",21.2,0%,42 : 58,
2024,Reporter,Al-Ahliyya Amman University,"4,102",12.1,60%,49 : 51,
2024,Reporter,Al Ain University,"2,913",14.6,60%,54 : 46,
2024,Reporter,Al Akhawayn University,"2,123",17.0,2%,54 : 46,
2024,Reporter,Al al-Bayt University,"17,305",38.8,4%,59 : 41,
2024,Reporter,Al-Ayen University,"6,627",25.6,0%,48 : 52,
2024,Reporter,Al-Baha University,"19,335",14.1,2%,57 : 43,
2024,Reporter,Al-Bayan University,"7,084",29.9,0%,53 : 47,
2024,Reporter,Albaydha University,"1,541",5.1,0%,45 : 55,
2024,Reporter,Al-Esraa University,"19,999",26.7,0%,,
2024,Reporter,Alex Ekwueme Federal University Ndufu-Alike,"14,766",19.4,0%,54 : 46,
2024,Reporter,Al-Farabi University College,"6,253",21.8,0%,43 : 57,
2024,Reporter,Al-Furat Al-Awsat Technical University,"28,977",40.8,0%,56 : 44,
2024,Reporter,University of Algiers 1,"45,616",17.2,0%,81 : 19,
2024,Reporter,Algiers 2 University,"44,005",31.1,0%,72 : 28,
2024,Reporter,University of Algiers 3,"47,132",35.5,0%,48 : 52,
2024,Reporter,University of Al-Hamdaniya,"2,126",20.2,0%,35 : 65,
2024,Reporter,Al-Hussein Bin Talal University,"9,949",26.9,1%,55 : 45,
2024,Reporter,Alisher Navo’i Tashkent State University of Uzbek Language and Literature,"3,802",13.0,7%,82 : 18,
2024,Reporter,Al-Janad University for Science and Technology,"2,957",68.8,0%,45 : 55,
2024,Reporter,University of Alkafeel,"4,660",17.6,0%,57 : 43,
2024,Reporter,Al-Karkh University of Science,"1,508",9.0,0%,42 : 58,
2024,Reporter,Al-Kitab University,"10,024",20.3,0%,38 : 62,
2024,Reporter,AlMaarefa University,"2,873",19.0,19%,58 : 42,
2024,Reporter,University of Al-Maarif,"6,000",17.6,1%,60 : 40,
2024,Reporter,University of Manara,"5,085",22.7,0%,54 : 46,
2024,Reporter,Almaty Technological University,"7,022",6.3,6%,56 : 44,
2024,Reporter,Almazov National Medical Research Centre,"1,417",5.1,2%,72 : 28,
2024,Reporter,Al-Mustaqbal University,"10,587",19.8,0%,40 : 60,
2024,Reporter,Al-Muthanna University,"15,826",23.5,0%,55 : 45,
2024,Reporter,Al-Nisour University,"6,906",16.2,2%,47 : 53,
2024,Reporter,Alnoor University,"5,545",23.5,0%,39 : 61,
2024,Reporter,Al-Qalam University College,"3,830",28.2,0%,32 : 68,
2024,Reporter,Al-Qasim Green University,"3,120",7.3,0%,50 : 50,
2024,Reporter,Al-Quds University,"12,427",13.4,26%,61 : 39,
2024,Reporter,Al-Rafidain University College,"6,817",37.3,0%,45 : 55,
2024,Reporter,Al Safwa University College,"6,834",23.5,0%,40 : 60,
2024,Reporter,Altınbaş University,"9,335",20.8,51%,51 : 49,
2024,Reporter,Altoosi University,"2,198",29.7,0%,47 : 53,
2024,Reporter,Al Turath University,"14,472",39.4,0%,37 : 63,
2024,Reporter,Al-Zaytoonah University of Jordan,"8,741",27.7,29%,51 : 49,
2024,Reporter,American University in the Emirates (AUE),"1,925",16.6,44%,38 : 62,
2024,Reporter,American University in Dubai,"1,438",14.8,75%,57 : 43,
2024,Reporter,American International University – Bangladesh,"10,386",23.1,0%,24 : 76,
2024,Reporter,American University of Madaba,"1,839",19.0,25%,48 : 52,
2024,Reporter,American University of Ras Al Khaimah,"1,022",10.2,57%,48 : 52,
2024,Reporter,"Amity University, Chhattisgarh","2,451",25.5,0%,51 : 49,
2024,Reporter,"Amity University, Gurugram","5,751",17.0,1%,53 : 47,
2024,Reporter,"Amity University, Gwalior","1,170",6.8,0%,39 : 61,
2024,Reporter,"Amity University Rajasthan, Jaipur","3,525",14.5,0%,39 : 61,
2024,Reporter,"Amity University, Mumbai","4,537",25.3,9%,47 : 53,
2024,Reporter,Anáhuac University,"16,333",8.4,4%,57 : 43,
2024,Reporter,Andijan Machine-Building Institute,"6,042",16.5,2%,36 : 64,
2024,Reporter,Andijan State University,"20,824",23.2,0%,,
2024,Reporter,Andijan State Medical Institute,"7,391",10.0,5%,45 : 55,
2024,Reporter,Andijan State Pedagogical Institute (ASPI),"6,420",39.9,0%,77 : 23,
2024,Reporter,Andrés Bello Catholic University (UCAB),"11,406",18.4,2%,50 : 50,
2024,Reporter,Anglo-American University,454,13.1,82%,61 : 39,
2024,Reporter,Ankara Science University,320,5.1,7%,51 : 49,
2024,Reporter,Applied Science Private University,"4,427",18.6,29%,51 : 49,
2024,Reporter,Arab American University,"12,479",26.7,36%,58 : 42,
2024,Reporter,Arabian Gulf University,"1,482",6.9,74%,69 : 31,
2024,Reporter,Arab Open University,"32,697",75.0,35%,54 : 46,
2024,Reporter,Arkin University of Creative Arts and Design (ARUCAD),410,5.7,37%,60 : 40,
2024,Reporter,Armenian State Pedagogical University,"5,290",9.2,2%,77 : 23,
2024,Reporter,Arts University Bournemouth,"3,340",14.2,21%,69 : 31,
2024,Reporter,University of the Arts London,"18,895",11.9,59%,76 : 24,
2024,Reporter,Arts University Plymouth,"1,100",11.6,8%,73 : 27,
2024,Reporter,Arturo Prat University,"11,532",22.9,7%,57 : 43,
2024,Reporter,Asahi University,"2,733",8.7,5%,34 : 66,
2024,Reporter,Asfendiyarov Kazakh National Medical University,"11,872",8.2,22%,80 : 20,
2024,Reporter,Ashikaga University,"1,678",21.2,17%,25 : 75,
2024,Reporter,Ashur University,"1,652",11.1,0%,54 : 46,
2024,Reporter,Atyrau University,"7,573",18.0,2%,96 : 4,
2024,Reporter,Audencia,"6,627",50.6,37%,51 : 49,
2024,Reporter,Austral University,"4,906",8.5,8%,52 : 48,
2024,Reporter,Autonomous University of Chiapas,"27,105",45.7,0%,49 : 51,
2024,Reporter,Azerbaijan University of Architecture and Construction,"8,218",15.2,4%,36 : 64,
2024,Reporter,Azerbaijan State University of Economics,"16,678",10.4,3%,39 : 61,
2024,Reporter,Babcock University,"12,051",19.8,1%,50 : 50,
2024,Reporter,"Bacha Khan University, Charsadda","3,471",20.5,0%,21 : 79,
2024,Reporter,Badr University in Cairo (BUC),"13,479",17.8,2%,56 : 44,
2024,Reporter,Bakrie University,"3,606",36.8,0%,53 : 47,
2024,Reporter,University of Balochistan,"22,802",48.1,0%,35 : 65,
2024,Reporter,"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)","11,859",19.1,0%,17 : 83,
