year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2024,601–800,London South Bank University,"14,510",17.5,37%,56 : 44,
2024,601–800,University of Lorraine,"63,803",20.0,16%,53 : 47,
2024,601–800,Louisiana State University,"31,112",19.4,4%,55 : 45,
2024,601–800,Mahidol University,"28,790",8.9,5%,64 : 36,
2024,601–800,Malaviya National Institute of Technology,"4,715",17.3,0%,31 : 69,
2024,601–800,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),"8,331",13.5,8%,49 : 51,
2024,601–800,Manipal Academy of Higher Education,"23,602",9.1,12%,47 : 53,
2024,601–800,Marche Polytechnic University,"14,332",28.9,5%,47 : 53,
2024,601–800,"University of Maryland, Baltimore County","11,668",17.2,11%,46 : 54,
2024,601–800,Masaryk University,"32,789",18.4,23%,62 : 38,
2024,601–800,Mashhad University of Medical Sciences,"8,666",9.0,4%,57 : 43,
2024,601–800,Mazandaran University of Medical Sciences,"6,715",12.4,1%,56 : 44,
2024,601–800,University of Minho,"20,001",19.5,13%,56 : 44,
2024,601–800,Mississippi State University,"21,181",14.6,4%,53 : 47,
2024,601–800,University of Namur,"6,616",22.2,12%,58 : 42,
2024,601–800,Nanjing University of Aeronautics and Astronautics,"33,883",15.4,3%,,
2024,601–800,Nanjing Forestry University,"32,345",16.5,1%,,
2024,601–800,Nanjing Tech University,"38,866",13.5,3%,,
2024,601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),"6,130",18.7,29%,36 : 64,
2024,601–800,National University of Sciences and Technology,"12,212",9.3,5%,34 : 66,
2024,601–800,National University of Science and Technology (MISiS),"7,198",12.0,21%,40 : 60,
2024,601–800,National Sun Yat-Sen University,"8,497",12.6,9%,42 : 58,
2024,601–800,National Technical University of Athens,"13,532",20.3,6%,37 : 63,
2024,601–800,National Institute of Technology Rourkela,"7,661",20.6,4%,22 : 78,
2024,601–800,National Institute of Technology Silchar,"4,704",16.3,2%,20 : 80,
2024,601–800,Near East University,"23,137",29.2,86%,45 : 55,
2024,601–800,"University of Nevada, Las Vegas","26,730",23.2,4%,57 : 43,
2024,601–800,University of New Brunswick UNB,"8,308",15.0,14%,53 : 47,
2024,601–800,University of North Carolina at Charlotte,"26,819",20.6,6%,49 : 51,
2024,601–800,"Northeastern University, China","39,996",13.2,3%,,
2024,601–800,Northern Illinois University,"13,248",14.3,6%,54 : 46,
2024,601–800,North-West University,"39,684",25.5,3%,61 : 39,
2024,601–800,Norwegian University of Life Sciences,"7,275",8.2,12%,61 : 39,
2024,601–800,Novosibirsk State University,"7,264",6.6,20%,,
2024,601–800,Ohio University (Main campus),"20,948",19.9,4%,58 : 42,
2024,601–800,Oklahoma State University,"21,239",14.1,5%,52 : 48,
2024,601–800,Old Dominion University,"18,725",18.2,2%,57 : 43,
2024,601–800,Ontario Tech University,"9,449",30.1,8%,43 : 57,
2024,601–800,The Open University,"81,570",33.5,8%,65 : 35,
2024,601–800,Open University of Catalonia,"33,296",96.5,6%,56 : 44,
2024,601–800,Örebro University,"10,132",15.6,5%,62 : 38,
2024,601–800,Otto von Guericke University of Magdeburg,"13,562",11.2,26%,42 : 58,
2024,601–800,Oxford Brookes University,"13,860",14.0,25%,58 : 42,
2024,601–800,University of Palermo,"33,972",22.0,1%,59 : 41,
2024,601–800,Panjab University,"19,695",18.6,1%,51 : 49,
2024,601–800,University of Parma,"29,840",33.4,6%,58 : 42,
2024,601–800,Parthenope University of Naples,"11,126",32.4,1%,42 : 58,
2024,601–800,Universiti Pendidikan Sultan Idris,"5,920",9.8,20%,57 : 43,
2024,601–800,Universitat Politècnica de Catalunya,"23,272",9.8,13%,28 : 72,
2024,601–800,Polytechnic University of Valencia,"26,967",14.5,14%,41 : 59,
2024,601–800,Prince Sattam Bin Abdulaziz University,"26,740",11.9,2%,61 : 39,
2024,601–800,Princess Nourah bint Abdulrahman University,"22,552",12.1,17%,100 : 0,
2024,601–800,Qazvin University of Medical Sciences,480,1.6,2%,56 : 44,
2024,601–800,Qingdao University,"42,668",15.1,1%,53 : 47,
2024,601–800,Universitat Ramon Llull,"15,125",22.6,20%,51 : 49,
2024,601–800,Reykjavík University,"2,940",24.2,10%,47 : 53,
2024,601–800,University of Rhode Island,"15,886",14.5,3%,57 : 43,
2024,601–800,University of Rome III,"33,611",46.5,5%,60 : 40,
2024,601–800,Roskilde University,"6,050",15.8,15%,65 : 35,
2024,601–800,RUDN University,"22,866",15.6,32%,59 : 41,
2024,601–800,Empress Catherine II Saint Petersburg Mining University,"8,345",13.4,12%,41 : 59,
2024,601–800,University of Salento,"14,304",24.7,2%,62 : 38,
2024,601–800,University of Sannio,"2,751",13.4,1%,49 : 51,
2024,601–800,University of Santiago de Compostela,"24,872",14.6,6%,65 : 35,
2024,601–800,University of Sassari,"15,207",38.1,2%,63 : 37,
2024,601–800,Saveetha Institute of Medical and Technical Sciences,"11,919",7.1,1%,46 : 54,
2024,601–800,Shahid Beheshti University of Medical Sciences,"12,057",8.0,4%,55 : 45,
2024,601–800,University of Siegen,"13,856",29.9,13%,56 : 44,
2024,601–800,South China Normal University,"33,133",18.9,3%,,
2024,601–800,South Ural State University,"15,354",11.0,11%,37 : 63,
2024,601–800,SRUC (Scotland’s Rural College),"1,465",5.5,8%,64 : 36,
2024,601–800,University of Stavanger,"11,428",10.5,13%,58 : 42,
2024,601–800,Sultan Qaboos University,"7,512",9.2,4%,50 : 50,
2024,601–800,Sumy State University,"8,449",12.0,24%,45 : 55,
2024,601–800,Sunway University,"4,350",8.1,14%,52 : 48,
2024,601–800,SUNY Binghamton University,"18,976",22.1,8%,52 : 48,
2024,601–800,Tallinn University of Technology,"8,521",11.4,14%,40 : 60,
2024,601–800,Tecnológico de Monterrey,"16,693",14.9,12%,43 : 57,
2024,601–800,Tehran University of Medical Sciences,"11,742",6.2,12%,56 : 44,
2024,601–800,Universiti Tenaga Nasional (UNITEN),"4,300",9.0,19%,32 : 68,
2024,601–800,University of Texas at Arlington,"40,412",31.9,11%,63 : 37,
2024,601–800,Texas Tech University,"37,331",21.1,6%,50 : 50,
2024,601–800,Thapar Institute of Engineering and Technology,"10,647",15.1,1%,34 : 66,
2024,601–800,University of Toledo,"16,199",17.0,9%,53 : 47,
2024,601–800,Ton Duc Thang University,"28,400",21.9,1%,57 : 43,
2024,601–800,Toronto Metropolitan University,"39,142",42.8,9%,55 : 45,
2024,601–800,University of Tuscia,"6,223",20.0,4%,52 : 48,
2024,601–800,University of Udine,"13,023",19.3,5%,55 : 45,
2024,601–800,Ulster University,"19,825",20.1,10%,56 : 44,
2024,601–800,Umm Al-Qura University,"35,180",9.6,7%,53 : 47,
2024,601–800,Paris Lodron Universität Salzburg,"6,307",10.0,35%,67 : 33,
2024,601–800,Urmia University of Medical Sciences,"4,556",12.4,5%,52 : 48,
2024,601–800,VIT University,"37,686",18.8,5%,30 : 70,
2024,601–800,University of Warsaw,"34,342",10.9,9%,62 : 38,
2024,601–800,University of the Western Cape,"24,605",36.7,6%,61 : 39,
2024,601–800,University of the West of Scotland,"14,005",24.6,25%,62 : 38,
2024,601–800,William & Mary,"8,253",11.3,7%,57 : 43,
2024,601–800,University of Wolverhampton,"15,115",16.7,28%,62 : 38,
2024,601–800,Worcester Polytechnic Institute,"5,834",13.0,14%,38 : 62,
2024,601–800,Wroclaw Medical University,"8,014",10.9,14%,72 : 28,
2024,601–800,University of Wyoming,"10,174",14.1,4%,52 : 48,
2024,601–800,Xi’an Jiaotong-Liverpool University,"19,535",19.9,4%,51 : 49,
2024,601–800,Xidian University,"37,660",15.3,1%,26 : 74,
2024,601–800,Yeungnam University,"19,063",14.7,5%,50 : 50,
2024,601–800,Zhejiang Normal University,"28,884",12.2,5%,,
2024,601–800,Zhengzhou University,"74,052",15.6,4%,48 : 52,
2024,801–1000,University of the Aegean,"20,139",63.5,1%,55 : 45,
2024,801–1000,Ahvaz Jundishapur University of Medical Sciences (AJUMS),"8,987",11.7,3%,67 : 33,
2024,801–1000,Al-Azhar University,"269,733",22.0,9%,42 : 58,
2024,801–1000,University of Alcalá,"16,260",10.4,24%,59 : 41,
2024,801–1000,Alexandria University,"205,777",28.7,4%,52 : 48,
2024,801–1000,University of Algarve,"8,878",15.0,19%,56 : 44,
2024,801–1000,American University in Cairo,"6,034",14.2,4%,58 : 42,
2024,801–1000,"Amity University, Noida","30,989",17.1,7%,52 : 48,
2024,801–1000,Amrita Vishwa Vidyapeetham,"22,085",11.8,5%,,
2024,801–1000,"University of the Andes, Colombia","15,951",13.5,2%,45 : 55,
2024,801–1000,Arak University of Medical Sciences,"3,545",7.4,2%,55 : 45,
2024,801–1000,Aristotle University of Thessaloniki,"49,654",18.2,5%,58 : 42,
2024,801–1000,Arts et Métiers,"5,970",16.3,12%,18 : 82,
2024,801–1000,Aswan University,"35,992",45.4,1%,51 : 49,
2024,801–1000,Athens University of Economics and Business,"10,477",53.7,5%,45 : 55,
2024,801–1000,Bahçeşehir University,"18,795",47.9,22%,50 : 50,
2024,801–1000,Bahria University,"20,224",20.3,1%,45 : 55,
2024,801–1000,University of the Balearic Islands,"12,276",9.4,8%,60 : 40,
2024,801–1000,University of Belgrade,"91,494",18.2,5%,62 : 38,
2024,801–1000,University of Bergamo,"21,846",54.8,7%,63 : 37,
2024,801–1000,"Birla Institute of Technology and Science, Pilani","16,339",16.2,2%,20 : 80,
2024,801–1000,BRAC University,"13,027",16.9,1%,43 : 57,
2024,801–1000,Université de Bretagne Occidentale,"23,163",33.1,11%,59 : 41,
2024,801–1000,University of Brighton,"14,525",18.0,22%,60 : 40,
2024,801–1000,Bucharest University of Economic Studies,"23,419",16.3,4%,62 : 38,
2024,801–1000,Cairo University,"202,915",30.9,5%,60 : 40,
2024,801–1000,University of Camerino (Unicam),"8,586",30.1,9%,52 : 48,
2024,801–1000,Carlos III University of Madrid,"18,722",11.2,12%,47 : 53,
2024,801–1000,University of Castilla-La Mancha,"23,045",12.8,7%,57 : 43,
2024,801–1000,Catholic University of Portugal,"11,543",22.2,17%,62 : 38,
2024,801–1000,Changsha University of Science and Technology,"35,014",16.0,1%,36 : 64,
2024,801–1000,Chapman University,"9,231",12.0,7%,61 : 39,
2024,801–1000,Charles Sturt University,"21,133",24.6,13%,63 : 37,
2024,801–1000,Institute of Chemical Technology,"2,550",17.2,0%,30 : 70,
2024,801–1000,Chengdu University,"24,154",16.3,2%,55 : 45,
2024,801–1000,Chiang Mai University,"33,649",13.6,4%,61 : 39,
2024,801–1000,Chiba University,"13,832",8.9,6%,38 : 62,
2024,801–1000,University of Chile,"39,510",16.4,5%,51 : 49,
2024,801–1000,China University of Petroleum (East China),"29,292",17.0,2%,33 : 67,
2024,801–1000,Chonnam National University,"22,051",17.7,7%,49 : 51,
2024,801–1000,Chungnam National University,"20,334",19.8,4%,47 : 53,
2024,801–1000,Clarkson University,"3,871",15.5,8%,34 : 66,
2024,801–1000,University of Clermont Auvergne,"37,049",21.2,15%,57 : 43,
2024,801–1000,University of la Costa,"12,000",18.1,1%,42 : 58,
2024,801–1000,Covenant University,"8,940",17.5,0%,37 : 63,
2024,801–1000,CY Cergy Paris University,"16,082",19.5,26%,52 : 48,
2024,801–1000,Czech University of Life Sciences Prague (CZU),"19,126",18.3,26%,50 : 50,
2024,801–1000,Damietta University,"32,299",33.9,1%,63 : 37,
2024,801–1000,University of Delhi,"29,532",23.8,1%,48 : 52,
2024,801–1000,Delhi Technological University,"12,730",23.4,3%,22 : 78,
2024,801–1000,University of Deusto,"9,570",18.8,6%,57 : 43,
2024,801–1000,University of Dhaka,"216,258",15.3,3%,50 : 50,
2024,801–1000,Eötvös Loránd University,"30,414",17.8,11%,61 : 39,
2024,801–1000,Federal University of Minas Gerais,"42,080",13.5,1%,53 : 47,
2024,801–1000,Universidade Federal de Santa Catarina,"42,576",17.7,2%,49 : 51,
2024,801–1000,Universidade Federal de São Paulo (UNIFESP),"19,803",11.3,1%,59 : 41,
2024,801–1000,Ferdowsi University of Mashhad,"25,009",30.5,11%,54 : 46,
2024,801–1000,Florida Atlantic University,"25,031",19.8,6%,63 : 37,
2024,801–1000,Florida Institute of Technology,"5,434",15.9,20%,42 : 58,
2024,801–1000,University of the Free State,"33,247",35.6,2%,63 : 37,
2024,801–1000,Fuzhou University,"42,106",17.4,1%,39 : 61,
2024,801–1000,University of Girona,"14,158",21.0,14%,58 : 42,
2024,801–1000,University of Gloucestershire,"6,880",17.0,12%,59 : 41,
2024,801–1000,Gorgan University of Agricultural Sciences and Natural Resources,"3,980",21.5,1%,50 : 50,
2024,801–1000,Guangzhou University,"37,527",17.5,0%,60 : 40,
2024,801–1000,Guangzhou Medical University,"14,728",1.7,2%,58 : 42,
2024,801–1000,Guilan University of Medical Sciences,"5,472",11.5,1%,53 : 47,
2024,801–1000,Harbin Engineering University,"33,528",19.8,2%,22 : 78,
2024,801–1000,Hazara University Mansehra,"11,056",21.3,0%,54 : 46,
2024,801–1000,Howard University,"10,199",9.7,5%,71 : 29,
2024,801–1000,University of Ibadan,"41,269",19.7,0%,50 : 50,
2024,801–1000,Ilam University of Medical Sciences,"2,854",13.2,5%,52 : 48,
2024,801–1000,"Indian Institute of Science Education and Research, Pune","1,654",11.1,0%,31 : 69,
2024,801–1000,Indian Institute of Technology Gandhinagar,"1,848",14.9,0%,28 : 72,
2024,801–1000,University of Indonesia,"41,222",7.9,14%,70 : 30,
2024,801–1000,Indraprastha Institute of Information Technology Delhi,"2,714",23.4,5%,21 : 79,
2024,801–1000,Inha University,"16,035",19.2,8%,42 : 58,
2024,801–1000,Universitat Internacional de Catalunya,"5,121",12.9,27%,64 : 36,
2024,801–1000,"International Islamic University, Islamabad","23,650",21.8,7%,54 : 46,
2024,801–1000,Isfahan University of Medical Sciences,"10,944",10.2,3%,60 : 40,
2024,801–1000,Islamia College Peshawar,"6,738",24.4,3%,27 : 73,
2024,801–1000,University of Jaén,"13,321",16.1,7%,57 : 43,
2024,801–1000,Jahangirnagar University,"12,649",17.3,0%,49 : 51,
2024,801–1000,Jaume I University,"12,194",15.2,10%,59 : 41,
2024,801–1000,Jawaharlal Nehru Technological University Anantapur (JNTUA),"6,175",18.1,0%,41 : 59,
2024,801–1000,Jaypee University of Information Technology,"1,851",18.5,2%,27 : 73,
2024,801–1000,Jazan University,"23,176",12.4,4%,60 : 40,
2024,801–1000,Jeonbuk National University,"20,118",19.6,7%,46 : 54,
2024,801–1000,Jiangnan University,"31,018",12.9,1%,,
2024,801–1000,Jordan University of Science and Technology,"21,161",13.3,17%,56 : 44,
2024,801–1000,JSS Academy of Higher Education and Research,"8,315",9.5,8%,58 : 42,
2024,801–1000,Kafrelsheikh University,"72,606",28.7,2%,48 : 52,
2024,801–1000,Kalasalingam Academy of Research and Education,"8,049",7.5,4%,55 : 45,
2024,801–1000,Kaohsiung Medical University,"6,528",12.2,5%,59 : 41,
2024,801–1000,Kazan Federal University,"22,464",10.8,33%,67 : 33,
2024,801–1000,King Faisal University,"29,628",14.5,2%,60 : 40,
2024,801–1000,King Mongkut’s University of Technology Thonburi,"15,075",20.4,4%,45 : 55,
2024,801–1000,Kingston University,"14,660",18.9,40%,59 : 41,
2024,801–1000,K.N. Toosi University of Technology,"8,727",23.1,1%,34 : 66,
2024,801–1000,Kore University of Enna,"5,052",16.0,1%,68 : 32,
2024,801–1000,Kumamoto University,"9,384",9.8,6%,39 : 61,
2024,801–1000,University of Kurdistan,"12,714",32.2,4%,54 : 46,
2024,801–1000,Kyoto Prefectural University of Medicine,"1,376",3.2,1%,47 : 53,
2024,801–1000,University of Lahore,"26,010",13.5,2%,38 : 62,
2024,801–1000,Lahore University of Management Sciences,"4,735",14.2,2%,43 : 57,
2024,801–1000,Lakehead University,"8,434",25.0,19%,56 : 44,
2024,801–1000,Lebanese University,"46,704",14.6,16%,70 : 30,
2024,801–1000,Leeds Beckett University,"20,360",21.9,15%,54 : 46,
2024,801–1000,Lithuanian University of Health Sciences,"6,376",9.2,23%,74 : 26,
2024,801–1000,University of Ljubljana,"40,607",13.8,9%,60 : 40,
2024,801–1000,University of Lleida,"9,474",16.1,10%,59 : 41,
2024,801–1000,Lovely Professional University,"34,961",14.7,7%,25 : 75,
2024,801–1000,Makerere University,"29,510",19.2,3%,46 : 54,
2024,801–1000,University of Malakand,"8,339",32.1,1%,26 : 74,
2024,801–1000,University of Malta,"10,056",12.3,14%,59 : 41,
2024,801–1000,University of Management and Technology,"23,418",22.4,2%,50 : 50,
2024,801–1000,Mansoura University,"174,302",40.2,4%,50 : 50,
2024,801–1000,Marquette University,"10,317",12.2,3%,58 : 42,
2024,801–1000,Medical University of Lodz,"10,237",8.4,9%,70 : 30,
2024,801–1000,University of Medicine and Pharmacy Carol Davila,"12,069",8.6,16%,68 : 32,
2024,801–1000,University of Memphis,"16,549",14.9,5%,62 : 38,
2024,801–1000,University of Mohaghegh Ardabili,"11,773",29.7,0%,55 : 45,
2024,801–1000,Montana State University,"13,795",16.3,2%,49 : 51,
2024,801–1000,University of Murcia,"28,862",17.7,5%,62 : 38,
2024,801–1000,Nanjing University of Information Science and Technology,"35,807",16.8,4%,,
2024,801–1000,Nanjing Medical University,"22,378",9.3,4%,,
2024,801–1000,Nanjing Normal University,"32,700",13.5,2%,69 : 31,
2024,801–1000,National Autonomous University of Mexico,"175,561",17.1,4%,52 : 48,
2024,801–1000,National Taipei University of Technology,"9,868",15.6,10%,28 : 72,
2024,801–1000,"National Institute of Technology, Tiruchirappalli","7,462",20.4,2%,24 : 76,
2024,801–1000,The New School,"8,644",9.3,34%,73 : 27,
2024,801–1000,New Mexico State University (Main campus),"12,305",16.0,6%,58 : 42,
2024,801–1000,North China Electric Power University,"36,736",18.6,3%,38 : 62,
2024,801–1000,Northeast Normal University,"30,591",18.6,3%,70 : 30,
2024,801–1000,University of Northern British Columbia (UNBC),"2,937",16.5,12%,61 : 39,
2024,801–1000,North South University,"18,681",21.3,0%,42 : 58,
2024,801–1000,Nova Southeastern University,"17,973",16.5,4%,71 : 29,
2024,801–1000,Okayama University,"13,027",10.0,7%,40 : 60,
2024,801–1000,University of Oviedo,"18,657",9.2,4%,54 : 46,
2024,801–1000,Ozyegin University,"6,181",26.7,8%,44 : 56,
2024,801–1000,Pablo de Olavide University,"11,069",12.2,11%,59 : 41,
2024,801–1000,Palacký University Olomouc,"19,474",15.2,14%,68 : 32,
2024,801–1000,Panthéon-Sorbonne University – Paris 1,"36,995",29.8,20%,62 : 38,
2024,801–1000,University of Patras,"31,172",29.4,5%,51 : 49,
2024,801–1000,UPES,"11,792",11.0,0%,31 : 69,
2024,801–1000,Université de Poitiers,"29,280",31.5,11%,57 : 43,
2024,801–1000,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),"13,154",18.7,2%,50 : 50,
2024,801–1000,Portland State University,"18,763",20.5,5%,58 : 42,
2024,801–1000,University of the Punjab,"28,692",22.0,1%,52 : 48,
2024,801–1000,Qassim University,"37,222",10.2,7%,62 : 38,
2024,801–1000,Qom University of Medical Sciences,"2,556",9.3,4%,55 : 45,
2024,801–1000,University of Regina,"14,167",24.6,26%,49 : 51,
2024,801–1000,Reichman University,"8,585",35.0,28%,52 : 48,
2024,801–1000,University of Rennes 1,"27,592",17.5,12%,52 : 48,
2024,801–1000,Robert Gordon University,"10,095",21.0,26%,60 : 40,
2024,801–1000,Rochester Institute of Technology,"14,249",16.0,13%,37 : 63,
2024,801–1000,University of Roehampton,"8,245",19.6,36%,67 : 33,
2024,801–1000,University of Salamanca,"24,707",14.7,13%,61 : 39,
2024,801–1000,University of Salford,"20,010",20.3,23%,55 : 45,
2024,801–1000,San Diego State University,"32,069",28.1,5%,58 : 42,
2024,801–1000,Savitribai Phule Pune University,"5,871",9.6,4%,44 : 56,
2024,801–1000,Sechenov University,"15,885",8.1,26%,69 : 31,
2024,801–1000,University of Seoul,"9,929",14.4,4%,42 : 58,
2024,801–1000,University of Seville,"52,335",16.7,8%,55 : 45,
2024,801–1000,Shahrekord University of Medical Sciences,"2,755",9.2,0%,53 : 47,
2024,801–1000,Shantou University,"16,620",13.3,1%,49 : 51,
2024,801–1000,Sheffield Hallam University,"26,580",17.7,12%,55 : 45,
2024,801–1000,Shiraz University,"14,857",20.8,2%,53 : 47,
2024,801–1000,Shiraz University of Medical Sciences,"9,938",10.1,2%,56 : 44,
2024,801–1000,Shri Mata Vaishno Devi University,"2,502",20.3,0%,34 : 66,
2024,801–1000,Siksha ‘O’ Anusandhan,"13,808",11.9,2%,52 : 48,
2024,801–1000,Sogang University,"9,688",23.9,19%,47 : 53,
2024,801–1000,Institute of Space Technology,"1,869",13.4,0%,25 : 75,
2024,801–1000,University of Tabuk,"31,635",19.5,2%,60 : 40,
2024,801–1000,Technical University of Madrid,"39,221",15.8,14%,33 : 67,
2024,801–1000,"University of Technology, Iraq","10,321",6.9,0%,46 : 54,
2024,801–1000,University of Texas at El Paso,"18,012",22.9,6%,55 : 45,
2024,801–1000,Tokyo University of Agriculture and Technology,"5,834",15.6,7%,34 : 66,
2024,801–1000,Tokyo Medical University,"1,367",3.4,1%,51 : 49,
2024,801–1000,Tomsk Polytechnic University,"9,741",10.6,29%,31 : 69,
2024,801–1000,University of Tours,"29,490",21.8,11%,60 : 40,
2024,801–1000,University of Trás-os-Montes and Alto Douro,"6,375",9.2,6%,53 : 47,
2024,801–1000,University of Tunis El Manar,"21,302",9.6,6%,72 : 28,
2024,801–1000,Urmia University,"13,300",26.4,12%,49 : 51,
2024,801–1000,"University of Veterinary and Animal Sciences, Lahore","6,980",19.2,1%,53 : 47,
2024,801–1000,University of Vic – Central University of Catalonia,"6,925",13.1,19%,61 : 39,
2024,801–1000,University of Vigo,"17,367",15.1,5%,52 : 48,
2024,801–1000,Vilnius University,"20,901",9.1,9%,65 : 35,
2024,801–1000,Waseda University,"46,013",14.3,13%,39 : 61,
2024,801–1000,Wenzhou University,"22,633",18.6,2%,59 : 41,
2024,801–1000,Wenzhou Medical University,"27,976",14.6,3%,61 : 39,
2024,801–1000,University of Westminster,"17,315",19.8,48%,60 : 40,
2024,801–1000,Yıldız Technical University,"19,651",24.8,13%,43 : 57,
2024,801–1000,Yokohama City University,"5,144",6.0,3%,55 : 45,
2024,801–1000,Zagazig University,"166,653",25.2,2%,52 : 48,
2024,801–1000,University of Zaragoza,"28,491",10.2,7%,54 : 46,
2024,801–1000,ZHAW Zurich University of Applied Sciences,"11,120",12.3,11%,52 : 48,
2024,801–1000,Zhejiang Gongshang University,"17,459",11.5,7%,58 : 42,
2024,1001–1200,University of A Coruña,"15,359",12.4,5%,51 : 49,
2024,1001–1200,"Adam Mickiewicz University, Poznań","33,268",25.0,6%,68 : 32,
2024,1001–1200,AGH University of Krakow,"19,189",12.2,3%,35 : 65,
2024,1001–1200,Aichi Medical University,"1,315",2.9,1%,58 : 42,
2024,1001–1200,Ain Shams University,"152,995",13.3,6%,52 : 48,
2024,1001–1200,Akdeniz University,"46,464",47.3,4%,45 : 55,
2024,1001–1200,Al-Balqa Applied University,"27,973",27.3,2%,59 : 41,
2024,1001–1200,University of Alicante,"22,767",14.5,10%,59 : 41,
2024,1001–1200,University of Almería,"12,902",17.0,10%,55 : 45,
2024,1001–1200,An-Najah National University,"24,835",21.7,11%,66 : 34,
2024,1001–1200,HES-SO University of Applied Sciences and Arts of Western Switzerland,"17,933",6.5,29%,54 : 46,
2024,1001–1200,Ateneo de Manila University,"14,168",11.1,1%,52 : 48,
2024,1001–1200,Universidad Autónoma de Chile,"30,336",25.5,1%,65 : 35,
2024,1001–1200,Azarbaijan Shahid Madani University,"7,477",27.1,2%,61 : 39,
2024,1001–1200,Babeş-Bolyai University,"43,018",21.1,4%,64 : 36,
2024,1001–1200,Bahauddin Zakariya University,"26,994",27.2,0%,40 : 60,
2024,1001–1200,Bangladesh Agricultural University (BAU),"6,810",11.4,1%,45 : 55,
2024,1001–1200,Bangladesh University of Engineering and Technology,"6,237",13.2,0%,22 : 78,
2024,1001–1200,Bartin University,"11,828",31.8,11%,39 : 61,
2024,1001–1200,University of Bedfordshire,"13,545",29.1,64%,59 : 41,
2024,1001–1200,Benha University,"110,873",30.9,2%,42 : 58,
2024,1001–1200,Beni-Suef University,"85,158",31.6,0%,49 : 51,
2024,1001–1200,Bowling Green State University,"15,159",17.6,3%,57 : 43,
2024,1001–1200,Brno University of Technology,"18,137",15.5,25%,28 : 72,
2024,1001–1200,University of Bucharest,"32,362",33.3,2%,70 : 30,
2024,1001–1200,University of Cadiz,"19,416",17.7,8%,55 : 45,
2024,1001–1200,University of Calcutta,"17,879",14.2,0%,54 : 46,
2024,1001–1200,Canterbury Christ Church University,"11,155",20.1,15%,68 : 32,
2024,1001–1200,University of Lancashire,"21,525",16.3,28%,58 : 42,
2024,1001–1200,Central Michigan University,"13,780",18.3,3%,60 : 40,
2024,1001–1200,"University of Chemistry and Technology, Prague","4,061",8.3,23%,57 : 43,
2024,1001–1200,China Pharmaceutical University,"18,448",16.4,3%,65 : 35,
2024,1001–1200,Chung Yuan Christian University,"15,939",33.5,7%,46 : 54,
2024,1001–1200,University of Colombo,"34,058",32.0,0%,60 : 40,
2024,1001–1200,Comenius University Bratislava,"21,812",10.5,15%,65 : 35,
2024,1001–1200,Czech Technical University in Prague,"15,663",8.7,21%,30 : 70,
2024,1001–1200,Democritus University of Thrace,"22,266",36.4,3%,48 : 52,
2024,1001–1200,Universidad del Desarrollo,"16,638",14.4,4%,57 : 43,
2024,1001–1200,Diego Portales University,"18,126",17.6,2%,50 : 50,
2024,1001–1200,Université Djillali Liabès de Sidi Bel-Abbès,"27,917",19.7,1%,56 : 44,
2024,1001–1200,Don State Technical University,"26,030",12.4,12%,,
2024,1001–1200,Dr B.R. Ambedkar National Institute of Technology Jalandhar,"5,462",24.1,1%,36 : 64,
2024,1001–1200,Durban University of Technology,"27,163",35.3,1%,55 : 45,
2024,1001–1200,University of East London,"14,480",26.1,52%,56 : 44,
2024,1001–1200,Edge Hill University,"11,910",16.4,6%,70 : 30,
2024,1001–1200,"University of Engineering and Technology, Peshawar","9,307",21.7,2%,6 : 94,
2024,1001–1200,University of Engineering & Technology (UET) Lahore,"12,720",13.4,2%,29 : 71,
2024,1001–1200,European University of Madrid,"11,416",12.0,30%,50 : 50,
2024,1001–1200,University of Extremadura,"20,146",10.7,3%,55 : 45,
2024,1001–1200,Fayoum University,"46,689",18.0,0%,62 : 38,
2024,1001–1200,Federal University of São Carlos,"21,119",16.1,1%,51 : 49,
2024,1001–1200,Federal University of Technology Akure,"19,711",24.5,0%,26 : 74,
2024,1001–1200,Financial University under the Government of the Russian Federation,"16,580",13.0,9%,51 : 49,
2024,1001–1200,Firat University,"35,348",25.4,6%,49 : 51,
2024,1001–1200,Florida Agricultural and Mechanical University,"8,850",15.7,1%,67 : 33,
2024,1001–1200,University of Franche-Comté,"24,908",33.5,11%,58 : 42,
2024,1001–1200,Fu Jen Catholic University,"16,382",27.2,6%,59 : 41,
2024,1001–1200,Fujian Agriculture and Forestry University,"30,262",17.1,1%,53 : 47,
2024,1001–1200,Fujita Health University,"3,071",3.6,1%,58 : 42,
2024,1001–1200,Gauhati University,"6,817",17.3,0%,53 : 47,
2024,1001–1200,Gdańsk University of Technology,"13,903",17.9,5%,38 : 62,
2024,1001–1200,University of Ghana,"59,744",35.9,1%,49 : 51,
2024,1001–1200,Gifu University,"7,134",14.6,4%,38 : 62,
2024,1001–1200,GLA University,"10,719",16.8,0%,29 : 71,
2024,1001–1200,University of Gujrat,"14,741",24.7,0%,58 : 42,
2024,1001–1200,Guru Ghasidas Vishwavidyalaya,"8,928",21.7,0%,40 : 60,
2024,1001–1200,Hakim Sabzevari University,"9,464",22.8,3%,51 : 49,
