year,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2019,1,University of Oxford,United Kingdom,96.0,91.8,99.5,99.1,67.0,96.3,
2019,2,University of Cambridge,United Kingdom,94.8,92.1,98.8,97.1,52.9,94.3,
2019,3,Stanford University,United States,94.7,93.6,96.8,99.9,64.6,79.3,
2019,4,Massachusetts Institute of Technology,United States,94.2,91.9,92.7,99.9,87.6,89.0,
2019,5,California Institute of Technology,United States,94.1,94.5,97.2,99.2,88.2,62.3,
2019,6,Harvard University,United States,93.6,90.1,98.4,99.6,48.7,79.7,
2019,7,Princeton University,United States,92.3,89.9,93.6,99.4,57.3,80.1,
2019,8,Yale University,United States,91.3,91.6,93.5,97.8,51.5,68.3,
2019,9,Imperial College London,United Kingdom,90.3,85.8,87.7,97.8,67.3,97.1,
2019,10,The University of Chicago,United States,90.2,90.2,90.1,99.0,41.4,70.9,
2019,11,ETH Zurich,Switzerland,89.3,83.3,91.4,93.8,56.1,98.2,
2019,12,Johns Hopkins University,United States,89.0,81.9,90.5,98.5,95.5,71.9,=
2019,12,University of Pennsylvania,United States,89.0,87.4,89.2,98.4,70.3,63.6,=
2019,14,UCL,United Kingdom,87.8,79.1,90.1,95.9,42.4,95.8,
2019,15,"University of California, Berkeley",United States,87.7,78.7,92.3,99.7,49.3,69.8,
2019,16,Columbia University,United States,87.2,85.4,83.1,98.8,44.8,79.0,
2019,17,"University of California, Los Angeles",United States,86.4,82.6,87.9,97.8,49.4,62.1,
2019,18,Duke University,United States,85.4,84.1,78.8,98.2,100.0,61.0,
2019,19,Cornell University,United States,85.1,79.7,85.4,97.4,36.9,71.8,
2019,20,University of Michigan-Ann Arbor,United States,84.1,80.0,85.9,96.0,45.9,58.0,
2019,21,University of Toronto,Canada,84.0,75.8,86.3,92.8,50.3,82.8,
2019,22,Tsinghua University,China,82.9,87.7,94.1,74.8,99.8,45.8,
2019,23,National University of Singapore,Singapore,82.4,77.3,88.8,78.9,67.6,95.5,
2019,24,Carnegie Mellon University,United States,82.0,69.0,81.2,99.3,48.1,79.4,
2019,25,Northwestern University,United States,81.7,69.0,83.6,97.8,75.8,63.0,
2019,26,London School of Economics and Political Science,United Kingdom,81.3,71.0,83.1,91.0,34.8,92.5,
2019,27,New York University,United States,81.0,77.7,76.1,96.6,38.9,65.0,
2019,28,University of Washington,United States,80.4,70.7,79.7,98.9,47.6,59.3,
2019,29,University of Edinburgh,United Kingdom,79.8,69.2,73.7,96.8,38.2,93.3,
2019,30,"University of California, San Diego",United States,79.7,65.4,79.2,98.2,96.0,59.9,
2019,31,Peking University,China,79.3,88.8,80.4,76.7,48.3,57.5,
2019,32,LMU Munich,Germany,78.3,69.9,76.1,90.2,100.0,65.6,=
2019,32,University of Melbourne,Australia,78.3,68.0,73.4,90.3,74.0,93.1,=
2019,34,Georgia Institute of Technology,United States,77.5,62.5,76.1,95.1,62.2,77.1,
2019,35,École Polytechnique Fédérale de Lausanne,Switzerland,76.9,66.5,66.5,92.8,69.1,98.7,
2019,36,University of Hong Kong,Hong Kong,76.3,72.6,78.4,73.7,56.5,99.7,
2019,37,University of British Columbia,Canada,76.0,60.8,72.6,92.8,42.9,93.9,
2019,38,King’s College London,United Kingdom,75.8,61.1,68.7,95.2,45.9,95.3,
2019,39,University of Texas at Austin,United States,75.4,68.8,74.2,94.8,48.7,38.0,
2019,40,Karolinska Institute,Sweden,74.9,56.1,72.1,96.2,68.6,77.5,
2019,41,The Hong Kong University of Science and Technology,Hong Kong,74.5,56.8,67.6,93.9,65.8,98.0,
2019,41,Paris Sciences et Lettres – PSL Research University Paris,France,74.4,74.3,67.8,82.2,49.8,78.3,
2019,42,The University of Tokyo,Japan,74.1,84.0,87.2,61.3,67.2,35.9,
2019,43,University of Wisconsin-Madison,United States,73.9,70.3,71.0,89.9,46.8,45.6,
2019,44,McGill University,Canada,73.7,64.1,69.4,86.3,42.3,89.4,=
2019,44,Technical University of Munich,Germany,73.7,62.9,68.6,88.3,100.0,70.5,=
2019,47,Universität Heidelberg,Germany,73.2,68.1,59.0,95.9,55.6,65.7,
2019,48,KU Leuven,Belgium,72.6,56.9,70.4,88.9,99.9,70.1,
2019,49,Australian National University,Australia,72.4,55.5,70.6,87.3,49.1,95.0,
2019,50,University of Illinois at Urbana-Champaign,United States,72.3,63.2,73.5,86.7,49.4,53.5,
2019,51,"Nanyang Technological University, Singapore",Singapore,72.2,55.4,65.8,88.6,83.1,95.4,
2019,52,"University of California, Santa Barbara",United States,71.5,50.9,65.0,98.8,83.4,67.0,
2019,53,Brown University,United States,71.4,67.3,57.3,95.4,36.2,60.4,
2019,53,The Chinese University of Hong Kong,Hong Kong,71.4,59.3,64.9,84.5,54.1,98.6,
2019,54,Washington University in St Louis,United States,70.9,63.1,56.6,99.1,39.5,56.5,
2019,56,University of North Carolina at Chapel Hill,United States,70.0,62.2,61.4,96.8,42.4,36.8,
2019,57,University of Manchester,United Kingdom,69.9,57.7,62.0,87.2,45.0,90.1,
2019,58,Delft University of Technology,Netherlands,69.2,58.1,71.4,70.0,99.6,91.6,
2019,59,"University of California, Davis",United States,68.5,59.3,63.6,85.6,52.7,61.2,=
2019,59,The University of Sydney,Australia,68.5,50.2,61.4,89.1,68.1,87.8,=
2019,59,Wageningen University & Research,Netherlands,68.5,49.2,53.6,96.8,100.0,81.7,=
2019,62,University of Amsterdam,Netherlands,67.9,50.1,61.9,92.3,42.9,74.0,
2019,63,Seoul National University,South Korea,67.5,74.6,71.1,64.2,77.2,35.1,
2019,64,Purdue University West Lafayette,United States,67.4,61.6,68.6,71.1,64.6,71.8,
2019,65,Kyoto University,Japan,67.3,75.9,77.5,55.0,95.6,31.1,
2019,66,University of Southern California,United States,67.0,53.2,56.6,93.8,39.2,66.3,
2019,67,Humboldt University of Berlin,Germany,66.9,64.1,65.8,72.6,41.8,67.2,
2019,68,Leiden University,Netherlands,66.3,46.5,62.4,87.3,74.6,74.1,
2019,69,The University of Queensland,Australia,66.0,47.3,57.4,86.5,70.3,91.7,
2019,70,Erasmus University Rotterdam,Netherlands,65.8,40.6,55.7,97.2,56.8,84.5,
2019,71,University of Minnesota,United States,65.3,56.8,58.7,85.6,79.4,39.4,=
2019,71,Ohio State University (Main campus),United States,65.3,56.7,54.9,87.1,52.9,58.3,=
2019,73,Sorbonne University,France,65.1,63.2,53.1,80.6,39.0,67.3,
2019,74,Boston University,United States,65.0,56.3,44.8,96.8,36.5,62.3,=
2019,74,Utrecht University,Netherlands,65.0,43.8,61.2,90.7,62.9,63.1,=
2019,76,University of Freiburg,Germany,64.7,50.5,53.1,85.8,100.0,71.6,
2019,77,McMaster University,Canada,64.4,44.0,48.2,94.3,93.5,80.5,
2019,78,University of Bristol,United Kingdom,64.3,44.8,48.6,96.1,40.5,86.3,
2019,79,University of Groningen,Netherlands,64.1,42.5,54.4,90.7,79.7,77.5,=
2019,79,University of Warwick,United Kingdom,64.1,48.0,51.8,87.0,41.5,93.3,=
2019,81,Penn State (Main campus),United States,63.8,53.2,62.5,81.1,50.8,46.4,
2019,82,"University of Maryland, College Park",United States,63.7,47.8,57.7,93.2,38.7,41.2,=
2019,82,Sungkyunkwan University (SKKU),South Korea,63.7,58.4,59.1,74.8,96.9,48.8,=
2019,84,Emory University,United States,63.6,56.0,39.7,98.4,43.6,56.4,=
2019,84,Monash University,Australia,63.6,46.1,53.7,83.8,74.1,88.7,=
2019,86,Rice University,United States,63.5,50.9,40.4,97.9,44.6,75.1,
2019,87,RWTH Aachen University,Germany,63.3,56.7,60.7,71.3,98.8,56.2,=
2019,87,Uppsala University,Sweden,63.3,44.3,55.7,87.7,77.3,67.4,=
2019,89,University of Tübingen,Germany,63.2,50.0,54.4,84.9,67.0,62.6,
2019,90,Charité - Universitätsmedizin Berlin,Germany,63.0,47.6,46.1,93.2,87.8,63.1,=
2019,90,Université de Montréal,Canada,63.0,47.8,50.2,84.6,74.3,85.0,=
2019,90,University of Zurich,Switzerland,63.0,46.5,46.4,89.6,53.4,91.4,=
2019,93,University of Science and Technology of China,China,62.9,62.3,54.7,77.1,89.2,32.2,=
2019,93,University of Glasgow,United Kingdom,62.8,41.2,48.3,93.6,40.1,92.3,=
2019,93,Michigan State University,United States,62.8,56.5,54.2,79.8,37.9,62.9,=
2019,96,"University of California, Irvine",United States,62.7,44.5,47.6,94.6,60.8,69.3,=
2019,96,UNSW Sydney,Australia,62.7,45.0,54.1,82.3,52.4,92.6,=
2019,98,Lund University,Sweden,62.5,41.9,53.2,87.4,78.0,77.3,
2019,99,Dartmouth College,United States,62.4,59.6,38.9,95.9,41.3,40.1,=
2019,99,University of Helsinki,Finland,62.4,46.2,57.6,87.5,37.4,54.4,=
2019,101,Zhejiang University,China,62.2,69.4,68.4,47.9,100.0,53.3,
2019,102,Korea Advanced Institute of Science and Technology (KAIST),South Korea,61.8,61.7,59.3,67.8,99.9,35.7,
2019,103,University of Basel,Switzerland,61.5,43.1,39.4,90.1,99.4,96.1,
2019,104,Free University of Berlin,Germany,61.4,61.3,64.3,57.2,42.4,74.0,
2019,104,Fudan University,China,61.4,63.7,57.2,68.9,50.2,42.2,
2019,106,University of Sheffield,United Kingdom,61.2,46.0,46.0,86.5,43.1,87.2,
2019,107,University of Virginia (Main campus),United States,61.0,53.8,41.1,92.7,44.1,47.7,
2019,108,École Polytechnique – Institut Polytechnique de Paris,France,60.8,58.6,46.6,68.2,70.6,94.0,
2019,109,Georgetown University,United States,60.7,56.0,36.0,93.2,64.6,46.9,
2019,110,University of Bern,Switzerland,60.3,45.1,41.7,85.5,83.1,86.5,=
2019,110,University of Bonn,Germany,60.3,48.4,40.7,89.9,87.4,59.7,=
2019,110,City University of Hong Kong,Hong Kong,60.3,43.7,46.3,80.6,63.2,99.8,=
2019,110,University of Pittsburgh-Pittsburgh campus,United States,60.3,47.8,44.5,95.9,40.4,38.2,=
2019,114,University of Colorado Boulder,United States,59.9,45.0,43.2,96.5,39.2,46.4,=
2019,114,Durham University,United Kingdom,59.9,44.7,47.0,82.0,37.7,90.9,=
2019,116,University of Birmingham,United Kingdom,59.7,38.9,43.3,91.5,39.8,88.5,=
2019,116,University of Copenhagen,Denmark,59.7,44.2,39.4,90.8,45.8,83.2,=
2019,118,University of Southampton,United Kingdom,59.6,39.7,42.0,90.2,40.7,93.9,
2019,119,University of York,United Kingdom,59.3,41.2,45.7,86.4,36.2,84.9,
2019,120,Trinity College Dublin,Ireland,59.2,43.7,47.0,79.8,43.4,93.3,
2019,121,University of Oslo,Norway,59.1,39.8,44.2,91.2,41.8,73.3,=
2019,121,Vanderbilt University,United States,59.1,46.5,39.4,96.6,47.0,41.9,=
2019,123,Aarhus University,Denmark,59.0,37.0,51.4,84.2,63.0,75.3,=
2019,123,Arizona State University (Tempe),United States,59.0,42.7,47.4,88.7,38.6,58.6,=
2019,123,University of Göttingen,Germany,59.0,48.8,48.9,81.2,36.1,59.7,=
2019,123,University of Mannheim,Germany,59.0,42.7,51.3,82.5,62.5,60.0,=
2019,123,Radboud University Nijmegen,Netherlands,59.0,35.2,49.8,88.8,43.0,76.6,=
2019,128,Université Catholique de Louvain,Belgium,58.9,38.1,51.4,82.1,55.1,79.7,=
2019,128,Maastricht University,Netherlands,58.9,38.8,47.1,79.6,79.8,97.0,=
2019,130,Queen Mary University of London,United Kingdom,58.8,31.9,38.9,97.6,43.0,96.1,
2019,131,Technical University of Berlin,Germany,58.7,50.0,54.1,67.5,94.2,64.4,
2019,132,University of Alberta,Canada,58.5,47.4,48.2,73.0,59.2,86.6,=
2019,132,Case Western Reserve University,United States,58.5,49.2,36.2,93.2,40.8,51.5,=
2019,134,Nanjing University,China,58.4,54.4,47.5,71.7,84.0,56.1,
2019,134,The University of Western Australia,Australia,58.4,33.5,44.5,88.8,55.0,93.1,
2019,135,University of Adelaide,Australia,58.3,32.8,41.2,92.5,61.6,90.9,=
2019,135,University of Geneva,Switzerland,58.3,39.0,44.0,81.1,65.2,98.5,=
2019,135,University of Hamburg,Germany,58.3,46.3,47.5,77.9,98.3,58.4,=
2019,135,Karlsruhe Institute of Technology,Germany,58.3,46.8,47.4,75.7,92.5,67.1,=
2019,135,Pompeu Fabra University,Spain,58.3,40.0,39.1,95.7,42.4,64.3,=
2019,141,University of Exeter,United Kingdom,57.8,34.3,39.7,93.2,36.3,90.3,
2019,142,Pohang University of Science and Technology (POSTECH),South Korea,57.7,50.7,47.8,77.4,94.3,34.4,
2019,143,Ghent University,Belgium,57.6,44.9,47.9,77.6,81.5,58.7,=
2019,143,University of Vienna,Austria,57.6,53.3,47.6,64.7,35.4,94.4,=
2019,145,Universitat Autònoma de Barcelona (UAB),Spain,57.5,43.9,36.5,92.4,41.3,62.2,
2019,146,University of Cologne,Germany,57.3,43.5,41.8,83.7,77.9,61.3,=
2019,146,Indiana University,United States,57.3,49.4,45.6,78.6,52.8,52.6,=
2019,146,Lancaster University,United Kingdom,57.3,36.5,40.3,88.0,35.6,93.3,=
2019,149,University of Nottingham,United Kingdom,57.2,42.7,42.8,80.0,40.8,86.8,=
2019,149,Ulm University,Germany,57.2,40.6,36.7,92.6,75.8,57.6,=
2019,151,TU Dresden,Germany,57.0,46.0,47.7,74.8,94.5,55.3,
2019,152,Tufts University,United States,56.8,48.8,32.0,91.2,40.5,55.9,
2019,153,University of Leeds,United Kingdom,56.6,40.7,43.5,79.7,39.5,85.5,=
2019,153,Sant’Anna School of Advanced Studies – Pisa,Italy,56.6,45.3,40.9,82.4,79.5,52.9,=
2019,153,Stockholm University,Sweden,56.6,32.3,47.7,87.2,36.5,73.9,=
2019,156,University of Cape Town,South Africa,56.5,31.7,41.5,87.2,87.6,82.4,=
2019,156,University of Florida,United States,56.5,55.3,51.2,66.7,62.6,39.9,=
2019,158,University of Aberdeen,United Kingdom,56.3,30.5,34.7,94.7,46.5,95.0,
2019,159,University of Arizona,United States,56.2,43.4,43.0,85.5,49.4,44.8,=
2019,159,The Hong Kong Polytechnic University,Hong Kong,56.2,42.4,49.0,68.3,43.4,95.7,
2019,159,University of Würzburg,Germany,56.2,38.1,42.6,87.3,59.8,57.9,=
2019,161,Scuola Normale Superiore di Pisa,Italy,56.0,57.7,37.6,75.7,35.2,51.0,=
2019,161,University of Sussex,United Kingdom,56.0,33.0,37.3,90.0,35.7,92.7,=
2019,163,University of Rochester,United States,55.9,45.1,31.0,90.8,41.5,63.7,=
2019,163,Technical University of Denmark,Denmark,55.9,40.2,38.6,79.1,64.4,92.3,=
2019,165,University of St Andrews,United Kingdom,55.8,42.3,40.2,76.4,36.4,96.3,
2019,166,Vrije Universiteit Amsterdam,Netherlands,55.7,34.4,41.4,89.5,54.3,64.2,
2019,167,"University of California, Santa Cruz",United States,55.6,33.5,36.0,99.1,39.5,53.2,=
2019,167,Eindhoven University of Technology,Netherlands,55.6,44.6,46.6,66.4,99.6,77.4,=
2019,167,University of Leicester,United Kingdom,55.6,30.5,33.8,95.2,37.3,91.2,=
2019,170,National Taiwan University (NTU),Taiwan,55.5,54.9,56.8,59.4,63.2,34.6,
2019,171,Newcastle University,United Kingdom,55.4,32.9,39.6,86.6,41.6,88.2,=
2019,171,Texas A&M University,United States,55.4,51.6,54.6,61.1,47.5,53.4,=
2019,173,University of Notre Dame,United States,55.3,50.4,41.9,75.5,37.9,53.5,
2019,175,University of Erlangen-Nuremberg,Germany,55.2,41.5,43.5,78.6,86.9,52.4,
2019,176,University of Lausanne,Switzerland,54.9,32.5,44.1,77.5,67.3,92.7,=
2019,176,University of Ottawa,Canada,54.9,39.1,39.3,81.6,43.2,77.0,=
2019,176,Rutgers University–New Brunswick,United States,54.9,45.4,44.5,77.4,39.8,50.4,=
2019,179,University of Alabama at Birmingham,United States,54.8,39.4,32.9,95.7,65.9,36.6,
2019,180,University of Bologna,Italy,54.7,51.2,32.6,82.7,43.9,49.2,
2019,181,Aalto University,Finland,54.5,40.5,37.7,79.6,49.6,78.4,=
2019,181,George Washington University,United States,54.5,49.9,30.6,85.0,34.5,53.5,=
2019,181,University of Liverpool,United Kingdom,54.5,32.2,35.9,87.5,39.4,91.5,=
2019,184,University of Münster,Germany,54.4,40.7,43.2,81.2,51.6,47.8,=
2019,184,"Northeastern University, US",United States,54.4,37.0,26.5,96.3,37.2,74.0,=
2019,184,University of Twente,Netherlands,54.4,40.8,47.0,64.5,81.6,89.3,=
2019,187,Cardiff University,United Kingdom,54.2,33.6,37.1,86.3,37.2,82.7,=
2019,187,KTH Royal Institute of Technology,Sweden,54.2,43.7,44.6,66.4,50.4,86.3,=
2019,189,University of Konstanz,Germany,54.1,39.4,45.1,74.2,69.6,63.7,
2019,189,Shanghai Jiao Tong University,China,54.1,60.2,54.8,46.2,78.5,49.9,
2019,190,University of Duisburg-Essen,Germany,54.0,35.3,32.2,91.9,71.2,58.9,=
2019,190,University of East Anglia,United Kingdom,54.0,28.2,30.9,96.2,35.3,87.4,=
2019,190,Western University,Canada,54.0,41.5,36.1,78.0,59.8,77.6,=
2019,194,Aalborg University,Denmark,53.9,30.7,37.7,88.9,47.1,73.9,=
2019,194,Paris Diderot University – Paris 7,France,53.9,46.4,19.5,93.1,34.0,72.0,=
2019,196,University of Technology Sydney,Australia,53.6,32.2,41.8,76.4,52.2,95.4,
2019,197,University of Bergen,Norway,53.3,30.7,30.6,94.0,36.5,77.9,
2019,198,Korea University,South Korea,53.2,48.4,50.1,58.1,98.3,50.7,
2019,199,University of Calgary,Canada,53.1,34.6,34.4,84.1,55.7,76.6,=
2019,199,Lomonosov Moscow State University,Russian Federation,53.1,77.7,59.8,16.2,89.1,63.7,=
2019,201–250,University of Antwerp,Belgium,49.5–53.0,35.1,38.0,75.2,74.5,67.9,
2019,201–250,University of Auckland,New Zealand,49.5–53.0,30.1,40.7,76.5,61.6,91.7,
2019,201–250,University of Barcelona,Spain,49.5–53.0,37.7,32.3,85.1,40.1,52.6,
2019,201–250,University of Bath,United Kingdom,49.5–53.0,32.0,31.7,77.8,38.2,89.8,
2019,201–250,Bielefeld University,Germany,49.5–53.0,35.4,40.0,79.3,53.4,46.4,
2019,201–250,Brandeis University,United States,49.5–53.0,28.5,23.6,99.9,34.6,52.4,
2019,201–250,University at Buffalo,United States,49.5–53.0,40.7,34.6,73.1,43.3,63.8,
2019,201–250,"University of California, Riverside",United States,49.5–53.0,29.5,31.6,92.0,41.0,65.6,
2019,201–250,Chalmers University of Technology,Sweden,49.5–53.0,41.1,40.7,60.7,71.0,81.5,
2019,201–250,Copenhagen Business School,Denmark,49.5–53.0,24.8,32.3,88.0,41.3,92.2,
2019,201–250,University of Dundee,United Kingdom,49.5–53.0,23.7,30.5,94.1,46.8,80.3,
2019,201–250,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,France,49.5–53.0,40.1,25.6,76.8,59.8,82.7,
2019,201–250,École Normale Supérieure de Lyon,France,49.5–53.0,42.7,41.2,70.3,43.7,64.9,
2019,201–250,University of Fribourg,Switzerland,49.5–53.0,33.9,34.4,73.3,60.3,87.5,
2019,201–250,University of Gothenburg,Sweden,49.5–53.0,25.8,39.8,92.0,39.4,62.9,
2019,201–250,University of Hawai’i at Mānoa,United States,49.5–53.0,35.5,37.1,75.0,50.6,64.4,
2019,201–250,Hebrew University of Jerusalem,Israel,49.5–53.0,45.0,44.0,64.9,40.6,59.4,
2019,201–250,University of Hohenheim,Germany,49.5–53.0,33.3,29.2,86.0,56.8,54.5,
2019,201–250,University of Iowa,United States,49.5–53.0,42.9,33.8,81.3,54.6,37.1,
2019,201–250,James Cook University,Australia,49.5–53.0,23.5,27.2,91.9,41.9,75.4,
2019,201–250,University of Kiel,Germany,49.5–53.0,30.9,27.0,92.8,34.0,54.1,
2019,201–250,King Abdulaziz University,Saudi Arabia,49.5–53.0,27.8,16.3,99.0,77.2,92.9,
2019,201–250,Université Libre de Bruxelles,Belgium,49.5–53.0,29.4,41.8,79.9,43.6,85.9,
2019,201–250,University of Luxembourg,Luxembourg,49.5–53.0,29.5,30.6,87.7,42.8,99.7,
2019,201–250,Macquarie University,Australia,49.5–53.0,33.4,37.3,71.3,46.2,81.6,
2019,201–250,University of Massachusetts,United States,49.5–53.0,36.6,28.7,89.5,50.0,58.4,
2019,201–250,Medical University of Graz,Austria,49.5–53.0,30.2,24.4,89.0,63.3,73.2,
2019,201–250,Medical University of Vienna,Austria,49.5–53.0,32.1,21.9,90.5,49.7,78.8,
2019,201–250,University of Miami,United States,49.5–53.0,41.6,25.2,86.2,39.3,60.4,
2019,201–250,University of Otago,New Zealand,49.5–53.0,27.9,30.7,82.6,37.4,89.5,
2019,201–250,University of Padua,Italy,49.5–53.0,39.9,27.7,83.7,37.5,42.4,
2019,201–250,Paris-Sud University,France,49.5–53.0,36.5,33.7,87.6,34.3,64.5,
2019,201–250,University of Passau,Germany,49.5–53.0,31.4,35.9,89.1,44.3,57.0,
2019,201–250,University of Potsdam,Germany,49.5–53.0,37.2,39.2,74.3,43.1,55.3,
2019,201–250,Queen’s University Belfast,United Kingdom,49.5–53.0,27.5,32.6,87.6,38.7,96.3,
2019,201–250,Queensland University of Technology,Australia,49.5–53.0,28.6,37.9,81.3,56.7,79.9,
2019,201–250,RCSI University of Medicine and Health Sciences,Ireland,49.5–53.0,30.7,24.5,91.3,45.7,91.5,
2019,201–250,University of Reading,United Kingdom,49.5–53.0,34.3,34.3,75.8,39.0,91.2,
2019,201–250,University of South Australia,Australia,49.5–53.0,30.5,37.1,68.1,79.7,92.9,
2019,201–250,University of Tampere,Finland,49.5–53.0,28.0,32.5,91.0,50.7,43.7,
2019,201–250,Tel Aviv University,Israel,49.5–53.0,43.3,52.0,64.4,43.5,51.2,
2019,201–250,Tilburg University,Netherlands,49.5–53.0,38.7,48.1,66.2,54.3,76.6,
2019,201–250,Ulsan National Institute of Science and Technology (UNIST),South Korea,49.5–53.0,24.5,34.5,96.3,70.1,49.7,
2019,201–250,University College Dublin,Ireland,49.5–53.0,30.7,36.6,76.4,40.6,91.3,
2019,201–250,University of Utah,United States,49.5–53.0,36.5,33.7,88.9,40.7,33.4,
2019,201–250,Vita-Salute San Raffaele University,Italy,49.5–53.0,36.5,23.8,97.1,35.1,46.0,
2019,201–250,University of Waterloo,Canada,49.5–53.0,32.2,39.7,69.3,43.3,82.4,
2019,201–250,William & Mary,United States,49.5–53.0,47.8,19.8,86.7,34.6,34.5,
2019,201–250,University of the Witwatersrand,South Africa,49.5–53.0,27.7,40.8,81.0,100.0,74.2,
2019,201–250,University of Wollongong,Australia,49.5–53.0,30.3,33.5,75.7,52.8,90.9,
2019,201–250,Yonsei University (Seoul campus),South Korea,49.5–53.0,50.8,51.1,50.6,97.2,56.9,
2019,251–300,Brighton and Sussex Medical School,United Kingdom,46.4–49.4,21.0,19.0,100.0,34.0,74.2,
2019,251–300,University of Canberra,Australia,46.4–49.4,20.0,27.7,95.0,37.4,68.0,
2019,251–300,University of Cincinnati – Uptown,United States,46.4–49.4,37.2,31.0,82.6,40.5,39.8,
2019,251–300,Clark University,United States,46.4–49.4,25.1,25.5,89.2,34.3,58.9,
2019,251–300,Colorado School of Mines,United States,46.4–49.4,32.9,27.8,84.4,50.5,42.7,
2019,251–300,Dalhousie University,Canada,46.4–49.4,25.5,29.0,79.0,45.6,83.7,
2019,251–300,University of Delaware,United States,46.4–49.4,28.5,37.4,77.4,91.5,46.2,
2019,251–300,University of Essex,United Kingdom,46.4–49.4,31.8,31.7,68.3,34.8,96.6,
2019,251–300,Flinders University,Australia,46.4–49.4,25.7,29.6,78.7,37.6,86.7,
2019,251–300,Florida State University,United States,46.4–49.4,38.4,40.0,70.9,39.5,43.0,
2019,251–300,Goethe University Frankfurt,Germany,46.4–49.4,34.0,29.6,76.5,43.8,59.1,
2019,251–300,Griffith University,Australia,46.4–49.4,24.5,31.3,79.9,42.8,82.9,
2019,251–300,University of Iceland,Iceland,46.4–49.4,19.3,29.6,86.9,57.9,62.6,
2019,251–300,University of Illinois Chicago,United States,46.4–49.4,44.6,30.8,71.4,42.7,55.3,
2019,251–300,Indian Institute of Science,India,46.4–49.4,56.7,51.4,41.7,50.7,20.2,
2019,251–300,Constructor University,Germany,46.4–49.4,40.7,33.0,62.4,60.0,83.1,
2019,251–300,Johannes Gutenberg University of Mainz,Germany,46.4–49.4,36.7,23.0,80.3,64.0,55.8,
2019,251–300,Université Laval,Canada,46.4–49.4,38.7,29.5,69.9,58.8,68.7,
2019,251–300,University of Marburg,Germany,46.4–49.4,36.1,25.7,81.6,38.8,50.9,
2019,251–300,Moscow Institute of Physics and Technology (MIPT),Russian Federation,46.4–49.4,50.4,43.5,47.6,99.9,59.1,
2019,251–300,University of Navarra,Spain,46.4–49.4,34.1,24.2,82.0,66.6,63.2,
2019,251–300,North Carolina State University,United States,46.4–49.4,37.3,34.3,69.8,43.4,55.9,
2019,251–300,Oregon Health and Science University,United States,46.4–49.4,35.1,16.5,99.5,45.0,25.6,
2019,251–300,The University of Osaka,Japan,46.4–49.4,54.7,51.2,35.7,58.4,33.4,
2019,251–300,University of Oulu,Finland,46.4–49.4,32.5,31.3,75.1,42.0,53.7,
2019,251–300,Queen’s University,Canada,46.4–49.4,39.3,34.4,65.5,44.7,65.3,
2019,251–300,"Royal Holloway, University of London",United Kingdom,46.4–49.4,30.4,26.7,80.0,37.3,92.9,
2019,251–300,Ruhr University Bochum,Germany,46.4–49.4,38.6,42.9,59.9,56.7,53.8,
2019,251–300,"St George’s, University of London",United Kingdom,46.4–49.4,21.6,21.3,99.1,36.5,73.2,
2019,251–300,University of São Paulo,Brazil,46.4–49.4,55.9,53.5,37.0,39.5,32.7,
2019,251–300,Sapienza University of Rome,Italy,46.4–49.4,38.0,38.3,70.4,44.2,39.6,
2019,251–300,Simon Fraser University,Canada,46.4–49.4,24.6,33.4,75.4,47.0,91.2,
2019,251–300,University of Southern Denmark,Denmark,46.4–49.4,19.6,26.1,86.5,68.1,79.1,
2019,251–300,University of South Florida (Tampa),United States,46.4–49.4,30.6,36.4,76.1,87.2,50.7,
2019,251–300,Stony Brook University,United States,46.4–49.4,34.2,22.4,83.8,35.7,70.2,
2019,251–300,University of Stuttgart,Germany,46.4–49.4,42.0,47.5,56.1,62.6,53.1,
2019,251–300,University of Surrey,United Kingdom,46.4–49.4,32.0,32.6,72.2,47.7,93.2,
2019,251–300,Swansea University,United Kingdom,46.4–49.4,22.1,24.8,91.1,36.2,82.0,
2019,251–300,Swedish University of Agricultural Sciences,Sweden,46.4–49.4,32.5,29.1,78.3,95.7,47.2,
2019,251–300,Syracuse University,United States,46.4–49.4,32.0,28.3,79.2,40.6,48.3,
2019,251–300,Technical University of Darmstadt,Germany,46.4–49.4,41.3,43.6,58.0,87.9,56.4,
2019,251–300,University of Texas at Dallas,United States,46.4–49.4,23.7,28.6,87.5,41.6,59.5,
2019,251–300,Tohoku University,Japan,46.4–49.4,53.0,47.7,46.1,71.9,37.0,
2019,251–300,Tokyo Institute of Technology,Japan,46.4–49.4,54.3,52.7,39.9,68.1,39.4,
2019,251–300,University of Trento,Italy,46.4–49.4,25.4,30.5,85.2,41.3,58.2,
2019,251–300,TU Wien,Austria,46.4–49.4,40.2,36.6,52.7,66.7,82.9,
2019,251–300,Virginia Polytechnic Institute and State University,United States,46.4–49.4,34.8,39.8,70.2,48.2,52.4,
2019,251–300,Vrije Universiteit Brussel,Belgium,46.4–49.4,35.4,36.1,66.4,57.9,74.1,
2019,251–300,Wake Forest University,United States,46.4–49.4,41.3,18.4,87.8,44.1,29.3,
2019,301–350,Aix-Marseille University,France,44.0–46.3,40.6,22.4,68.4,37.4,58.7,
2019,301–350,University of Alaska Fairbanks,United States,44.0–46.3,27.9,24.9,76.9,44.9,53.4,
