year,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2019,801–1000,Indian Institute of Technology (Indian School of Mines) Dhanbad,India,19.0–25.9,24.8,14.1,39.3,49.6,13.7,
2019,801–1000,Universidad Industrial de Santander (UIS),Colombia,19.0–25.9,13.0,8.2,32.3,34.5,39.6,
2019,801–1000,Inha University,South Korea,19.0–25.9,23.0,21.0,23.5,61.0,29.4,
2019,801–1000,Iran University of Medical Sciences,Iran,19.0–25.9,33.3,9.3,26.6,40.8,18.8,
2019,801–1000,University of Isfahan,Iran,19.0–25.9,24.4,21.2,10.4,44.4,16.8,
2019,801–1000,Istanbul University,Turkey,19.0–25.9,22.1,16.6,19.1,51.3,27.3,
2019,801–1000,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Romania,19.0–25.9,20.7,8.4,32.5,34.0,62.0,
2019,801–1000,University of Jaén,Spain,19.0–25.9,18.4,13.0,36.1,35.2,34.9,
2019,801–1000,Jamia Millia Islamia,India,19.0–25.9,35.1,8.6,31.1,35.0,23.9,
2019,801–1000,Jeonbuk National University,South Korea,19.0–25.9,21.0,20.1,23.6,38.4,28.8,
2019,801–1000,Jiangsu University,China,19.0–25.9,19.4,11.4,26.9,56.7,35.1,
2019,801–1000,The Jikei University School of Medicine,Japan,19.0–25.9,27.1,10.7,41.8,38.5,14.8,
2019,801–1000,Jilin University,China,19.0–25.9,26.1,16.2,25.7,40.8,28.0,
2019,801–1000,Jinan University (China),China,19.0–25.9,20.2,13.7,33.1,39.3,50.9,
2019,801–1000,The University of Jordan,Jordan,19.0–25.9,21.8,9.6,13.2,38.5,65.1,
2019,801–1000,Kagawa University,Japan,19.0–25.9,20.4,11.5,29.8,38.7,28.1,
2019,801–1000,Kanazawa University,Japan,19.0–25.9,26.3,17.9,27.5,36.2,23.0,
2019,801–1000,Kansai Medical University,Japan,19.0–25.9,28.6,7.9,30.3,34.5,16.9,
2019,801–1000,Kaohsiung Medical University,Taiwan,19.0–25.9,19.5,21.0,26.8,49.3,26.4,
2019,801–1000,King Mongkut’s University of Technology Thonburi,Thailand,19.0–25.9,15.8,14.5,25.3,73.2,29.6,
2019,801–1000,K.N. Toosi University of Technology,Iran,19.0–25.9,22.2,18.8,25.9,49.3,18.3,
2019,801–1000,Kochi University,Japan,19.0–25.9,19.1,10.8,25.5,38.7,25.5,
2019,801–1000,Kumamoto University,Japan,19.0–25.9,25.6,13.7,22.5,43.3,27.2,
2019,801–1000,Kuwait University,Kuwait,19.0–25.9,17.7,9.4,26.0,36.9,71.9,
2019,801–1000,Kyungpook National University (KNU),South Korea,19.0–25.9,23.9,25.6,25.1,42.2,26.7,
2019,801–1000,Kyushu Institute of Technology (Kyutech),Japan,19.0–25.9,19.3,12.3,23.1,48.0,26.3,
2019,801–1000,University of Latvia,Latvia,19.0–25.9,15.9,11.1,24.0,36.2,40.5,
2019,801–1000,Leeds Beckett University,United Kingdom,19.0–25.9,14.3,12.5,37.0,34.4,48.8,
2019,801–1000,University of Maribor,Slovenia,19.0–25.9,18.2,16.1,37.1,39.1,36.6,
2019,801–1000,University Cadi Ayyad of Marrakech,Morocco,19.0–25.9,15.8,7.8,28.6,36.3,42.0,
2019,801–1000,University of Mazandaran,Iran,19.0–25.9,28.5,11.3,36.3,37.0,16.3,
2019,801–1000,Metropolitan Autonomous University,Mexico,19.0–25.9,15.5,15.7,42.2,39.0,24.9,
2019,801–1000,Mohammed V University of Rabat,Morocco,19.0–25.9,24.9,8.9,28.6,40.8,28.8,
2019,801–1000,University of Murcia,Spain,19.0–25.9,27.4,13.2,32.2,35.3,37.6,
2019,801–1000,Nagasaki University,Japan,19.0–25.9,24.8,13.8,21.2,40.2,27.2,
2019,801–1000,Nagoya City University,Japan,19.0–25.9,22.1,13.0,26.4,45.5,19.8,
2019,801–1000,National Central University,Taiwan,19.0–25.9,24.6,22.7,21.6,64.9,37.8,
2019,801–1000,National Chengchi University,Taiwan,19.0–25.9,24.3,29.5,9.5,48.9,45.2,
2019,801–1000,National Chung Hsing University,Taiwan,19.0–25.9,19.8,15.1,20.2,45.0,22.1,
2019,801–1000,National University of Cuyo,Argentina,19.0–25.9,17.1,7.0,29.3,34.0,41.5,
2019,801–1000,National Dong Hwa University,Taiwan,19.0–25.9,15.7,25.0,24.8,41.9,35.8,
2019,801–1000,"National Institute of Technology, Tiruchirappalli",India,19.0–25.9,23.5,15.8,29.7,35.7,21.2,
2019,801–1000,National University of San Martín,Argentina,19.0–25.9,15.9,8.5,33.0,34.6,37.7,
2019,801–1000,National University of Sciences and Technology,Pakistan,19.0–25.9,20.7,10.0,34.4,34.1,37.5,
2019,801–1000,National Taipei University,Taiwan,19.0–25.9,19.8,22.8,23.6,35.4,22.4,
2019,801–1000,National Taipei University of Technology,Taiwan,19.0–25.9,19.6,19.2,22.9,87.5,25.8,
2019,801–1000,National Taiwan Ocean University,Taiwan,19.0–25.9,18.0,22.3,16.0,51.8,24.8,
2019,801–1000,Niigata University,Japan,19.0–25.9,23.6,12.2,31.5,39.5,24.0,
2019,801–1000,Normandy University,France,19.0–25.9,15.6,12.3,40.8,35.8,52.4,
2019,801–1000,"Northeastern University, China",China,19.0–25.9,21.7,22.8,12.8,98.5,29.0,
2019,801–1000,University of Northern British Columbia (UNBC),Canada,19.0–25.9,17.9,16.8,28.5,34.4,37.1,
2019,801–1000,Northwest University (China),China,19.0–25.9,18.6,13.1,33.7,42.0,18.5,
2019,801–1000,NorthWest A&F University,China,19.0–25.9,19.0,12.0,29.5,41.8,21.8,
2019,801–1000,Novosibirsk State Technical University,Russian Federation,19.0–25.9,20.3,11.8,21.4,37.3,32.1,
2019,801–1000,Oakland University,United States,19.0–25.9,21.0,12.7,23.4,34.9,26.8,
2019,801–1000,Ocean University of China,China,19.0–25.9,20.3,14.8,23.3,47.0,21.8,
2019,801–1000,Okayama University,Japan,19.0–25.9,25.9,16.3,26.7,49.4,23.2,
2019,801–1000,Osaka City University,Japan,19.0–25.9,25.1,14.0,28.0,40.0,24.3,
2019,801–1000,Osmania University,India,19.0–25.9,37.2,9.4,15.2,34.2,15.7,
2019,801–1000,University of Ostrava,Czechia,19.0–25.9,14.6,12.7,26.4,34.1,40.5,
2019,801–1000,Pablo de Olavide University,Spain,19.0–25.9,24.0,13.2,32.9,34.5,50.0,
2019,801–1000,Paris Nanterre University,France,19.0–25.9,23.2,14.5,15.1,34.3,48.0,
2019,801–1000,University of Patras,Greece,19.0–25.9,16.4,12.5,41.7,39.4,36.2,
2019,801–1000,Pondicherry University,India,19.0–25.9,34.1,16.1,22.2,34.0,14.0,
2019,801–1000,Pontifical Catholic University of Peru,Peru,19.0–25.9,19.5,7.9,43.7,34.3,48.9,
2019,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,19.0–25.9,16.8,11.0,39.5,48.9,26.3,
2019,801–1000,Universiti Putra Malaysia,Malaysia,19.0–25.9,26.9,18.5,18.1,38.1,64.1,
2019,801–1000,University Rey Juan Carlos,Spain,19.0–25.9,18.2,11.2,35.1,36.4,47.3,
2019,801–1000,Riga Technical University,Latvia,19.0–25.9,17.9,15.6,30.4,50.7,36.2,
2019,801–1000,Robert Gordon University,United Kingdom,19.0–25.9,15.0,10.5,21.0,34.8,72.4,
2019,801–1000,University of Roehampton,United Kingdom,19.0–25.9,17.9,19.8,23.4,34.1,74.9,
2019,801–1000,Saitama University,Japan,19.0–25.9,18.3,12.6,22.8,35.2,29.4,
2019,801–1000,Samara National Research University (Samara University),Russian Federation,19.0–25.9,19.2,12.2,43.3,46.0,24.9,
2019,801–1000,Sapporo Medical University,Japan,19.0–25.9,29.0,11.4,26.3,44.1,14.8,
2019,801–1000,University of Science and Technology Beijing,China,19.0–25.9,24.3,23.0,23.4,54.0,18.8,
2019,801–1000,University of Seoul,South Korea,19.0–25.9,23.3,20.9,25.0,40.3,27.8,
2019,801–1000,University of Sfax,Tunisia,19.0–25.9,24.8,10.0,20.2,34.0,39.3,
2019,801–1000,Shahid Beheshti University,Iran,19.0–25.9,19.1,18.6,29.9,48.9,17.4,
2019,801–1000,Shahid Beheshti University of Medical Sciences,Iran,19.0–25.9,40.8,12.0,19.7,38.4,15.5,
2019,801–1000,Shanghai University,China,19.0–25.9,19.4,24.2,29.2,68.2,30.6,
2019,801–1000,Shantou University,China,19.0–25.9,20.4,12.2,37.2,37.5,40.9,
2019,801–1000,University of Sharjah,United Arab Emirates,19.0–25.9,16.0,10.3,24.4,38.1,99.1,
2019,801–1000,Sheffield Hallam University,United Kingdom,19.0–25.9,16.7,12.6,32.2,34.4,51.8,
2019,801–1000,Shinshu University,Japan,19.0–25.9,21.0,14.4,26.9,41.5,23.6,
2019,801–1000,Shiraz University,Iran,19.0–25.9,22.1,22.4,21.4,60.4,17.1,
2019,801–1000,Sidi Mohamed Ben Abdellah University,Morocco,19.0–25.9,22.2,7.2,40.8,34.1,24.7,
2019,801–1000,Sohag University,Egypt,19.0–25.9,18.5,7.1,38.9,34.3,43.6,
2019,801–1000,Southern Medical University,China,19.0–25.9,26.5,11.2,19.8,39.0,21.6,
2019,801–1000,University of South Wales,United Kingdom,19.0–25.9,14.9,9.5,28.5,34.5,62.2,
2019,801–1000,Sri Venkateswara University,India,19.0–25.9,36.6,9.7,27.2,34.6,19.1,
2019,801–1000,University of Staffordshire,United Kingdom,19.0–25.9,16.3,9.3,38.4,34.2,50.8,
2019,801–1000,Sultan Qaboos University,Oman,19.0–25.9,22.6,10.5,16.8,40.8,72.0,
2019,801–1000,Suranaree University of Technology,Thailand,19.0–25.9,19.7,11.3,35.1,40.5,32.1,
2019,801–1000,University of Talca,Chile,19.0–25.9,13.0,10.8,25.2,34.0,50.5,
2019,801–1000,Tanta University,Egypt,19.0–25.9,32.8,7.2,26.1,34.1,40.4,
2019,801–1000,Teesside University,United Kingdom,19.0–25.9,15.4,10.0,39.9,34.3,52.6,
2019,801–1000,Universiti Tenaga Nasional (UNITEN),Malaysia,19.0–25.9,15.7,13.1,24.6,81.0,35.1,
2019,801–1000,Texas State University,United States,19.0–25.9,17.4,11.7,24.4,34.4,30.5,
2019,801–1000,Thapar Institute of Engineering and Technology,India,19.0–25.9,19.9,9.1,34.0,35.7,18.5,
2019,801–1000,Toho University,Japan,19.0–25.9,18.2,13.8,24.6,38.7,16.9,
2019,801–1000,Tokushima University,Japan,19.0–25.9,25.3,18.8,15.6,58.6,21.2,
2019,801–1000,Tokyo University of Agriculture and Technology,Japan,19.0–25.9,26.1,23.6,20.2,46.6,23.9,
2019,801–1000,Tokyo Medical University,Japan,19.0–25.9,29.4,11.4,36.6,36.9,16.1,
2019,801–1000,Tokyo University of Science,Japan,19.0–25.9,21.0,24.5,23.3,41.2,19.4,
2019,801–1000,Toyohashi University of Technology (TUT),Japan,19.0–25.9,20.4,17.6,17.7,47.2,25.3,
2019,801–1000,Tribhuvan University,Nepal,19.0–25.9,9.2,6.6,35.7,34.0,45.2,
2019,801–1000,Tshwane University of Technology,South Africa,19.0–25.9,13.1,9.8,36.9,38.2,40.2,
2019,801–1000,Universiti Utara Malaysia,Malaysia,19.0–25.9,27.6,20.2,3.7,36.9,53.2,
2019,801–1000,Vilnius University,Lithuania,19.0–25.9,18.5,13.8,32.3,42.7,50.0,
2019,801–1000,VIT University,India,19.0–25.9,18.4,10.8,28.7,36.8,23.4,
2019,801–1000,Warsaw University of Technology,Poland,19.0–25.9,18.2,10.6,38.1,39.5,24.6,
2019,801–1000,Wuhan University of Technology,China,19.0–25.9,17.0,12.1,31.6,54.4,21.4,
2019,801–1000,Xiangtan University,China,19.0–25.9,13.3,11.2,46.8,38.2,17.8,
2019,801–1000,Xidian University,China,19.0–25.9,20.3,16.1,24.4,75.3,19.3,
2019,801–1000,Yamagata University,Japan,19.0–25.9,21.1,11.5,20.9,52.8,21.1,
2019,801–1000,University of Yamanashi,Japan,19.0–25.9,24.2,10.7,23.8,36.5,20.8,
2019,801–1000,Yangzhou University,China,19.0–25.9,14.1,9.4,37.0,40.6,19.4,
2019,801–1000,Yokohama National University,Japan,19.0–25.9,22.9,17.8,15.0,49.3,24.9,
2019,801–1000,University of Zagreb,Croatia,19.0–25.9,17.5,12.7,23.0,37.0,29.6,
2019,1001+,University of Abou Bekr Belkaïd Tlemcen,Algeria,9.8–18.9,30.4,9.2,5.2,34.1,39.7,
2019,1001+,Ain Shams University,Egypt,9.8–18.9,17.6,8.7,17.4,35.5,36.1,
2019,1001+,Akdeniz University,Turkey,9.8–18.9,13.6,14.3,16.5,96.5,19.6,
2019,1001+,Akita University,Japan,9.8–18.9,19.5,9.5,9.4,40.3,21.2,
2019,1001+,Al-Azhar University,Egypt,9.8–18.9,13.3,8.4,12.6,34.1,46.7,
2019,1001+,Alexandru Ioan Cuza University,Romania,9.8–18.9,15.3,11.4,12.9,34.0,36.1,
2019,1001+,Alzahra University,Iran,9.8–18.9,17.0,9.2,20.1,35.5,14.1,
2019,1001+,"Amity University, Noida",India,9.8–18.9,14.9,8.5,15.6,35.4,19.0,
2019,1001+,"University of the Andes, Venezuela",Venezuela,9.8–18.9,13.2,7.4,9.5,34.0,44.8,
2019,1001+,Andhra University,India,9.8–18.9,37.4,9.9,5.0,42.5,17.0,
2019,1001+,Universidad Andrés Bello (UNAB),Chile,9.8–18.9,11.8,7.4,27.8,34.2,48.5,
2019,1001+,Ankara University,Turkey,9.8–18.9,18.1,9.6,11.6,34.6,21.7,
2019,1001+,Annamalai University,India,9.8–18.9,26.0,8.1,16.7,34.4,15.4,
2019,1001+,University of Antioquia,Colombia,9.8–18.9,16.4,20.4,13.0,40.2,38.0,
2019,1001+,Aoyama Gakuin University,Japan,9.8–18.9,18.1,7.3,24.6,34.3,25.1,
2019,1001+,Assiut University,Egypt,9.8–18.9,14.1,7.2,19.9,34.0,44.3,
2019,1001+,Universidad Autónoma del Estado de Hidalgo,Mexico,9.8–18.9,14.0,8.0,5.4,36.0,22.3,
2019,1001+,Universidad Autónoma del Estado de Mexico (UAEMex),Mexico,9.8–18.9,13.8,10.0,7.3,44.0,25.0,
2019,1001+,Universidad Autónoma de Nuevo León (UANL),Mexico,9.8–18.9,12.3,7.5,10.1,35.0,29.4,
2019,1001+,Universidad Autónoma de Yucatán,Mexico,9.8–18.9,14.3,7.9,11.5,36.9,27.2,
2019,1001+,Autonomous University of Baja California,Mexico,9.8–18.9,12.4,8.4,6.8,34.8,29.7,
2019,1001+,Autonomous University of San Luis Potosi,Mexico,9.8–18.9,18.1,7.2,10.7,34.6,31.7,
2019,1001+,Badji Mokhtar University – Annaba,Algeria,9.8–18.9,13.4,9.3,13.0,34.1,32.7,
2019,1001+,Bahauddin Zakariya University,Pakistan,9.8–18.9,12.3,8.5,13.9,34.0,31.3,
2019,1001+,Bahçeşehir University,Turkey,9.8–18.9,15.3,12.3,18.5,41.1,40.6,
2019,1001+,Belarusian State University,Belarus,9.8–18.9,19.5,8.7,10.8,39.0,56.7,
2019,1001+,Benemérita Universidad Autónoma de Puebla,Mexico,9.8–18.9,13.3,7.6,13.7,34.0,24.8,
2019,1001+,University of Bío-Bío,Chile,9.8–18.9,12.8,7.9,5.9,36.5,43.8,
2019,1001+,University of Birjand,Iran,9.8–18.9,15.2,7.9,7.7,34.2,15.3,
2019,1001+,Birmingham City University,United Kingdom,9.8–18.9,14.7,9.9,18.5,34.3,57.9,
2019,1001+,Bucharest University of Economic Studies,Romania,9.8–18.9,14.7,8.2,14.6,34.0,31.1,
2019,1001+,Canterbury Christ Church University,United Kingdom,9.8–18.9,15.6,11.3,13.2,34.0,42.5,
2019,1001+,Catholic University of the North,Chile,9.8–18.9,13.5,11.0,16.6,34.5,52.1,
2019,1001+,Ceará State University,Brazil,9.8–18.9,16.2,7.7,8.6,34.0,16.1,
2019,1001+,Chaoyang University of Technology,Taiwan,9.8–18.9,12.0,10.8,4.7,41.4,22.5,
2019,1001+,University of Chester,United Kingdom,9.8–18.9,16.3,11.9,20.7,35.1,43.2,
2019,1001+,Chiba Institute of Technology,Japan,9.8–18.9,13.6,8.8,6.3,36.4,16.0,
2019,1001+,Chubu University,Japan,9.8–18.9,12.5,9.5,14.3,36.3,25.7,
2019,1001+,Chungnam National University,South Korea,9.8–18.9,21.7,19.9,11.6,40.5,22.7,
2019,1001+,Chuo University,Japan,9.8–18.9,26.1,9.8,14.1,36.4,21.5,
2019,1001+,Cochin University of Science and Technology,India,9.8–18.9,21.7,10.0,7.2,34.7,14.5,
2019,1001+,University of Colombo,Sri Lanka,9.8–18.9,24.8,7.8,10.7,34.0,39.8,
2019,1001+,University of Concepción,Chile,9.8–18.9,14.8,13.3,18.2,55.1,48.5,
2019,1001+,Corvinus University of Budapest,Hungary,9.8–18.9,15.5,11.2,20.3,34.2,42.8,
2019,1001+,Cukurova University,Turkey,9.8–18.9,14.4,12.4,11.2,87.6,19.1,
2019,1001+,University of Dar es Salaam,Tanzania,9.8–18.9,14.4,8.2,18.5,34.0,45.6,
2019,1001+,Del Rosario University,Colombia,9.8–18.9,15.6,8.9,18.1,34.2,45.6,
2019,1001+,Democritus University of Thrace,Greece,9.8–18.9,13.6,8.1,28.0,34.9,30.3,
2019,1001+,Dokuz Eylül University,Turkey,9.8–18.9,14.7,8.9,16.4,40.3,17.6,
2019,1001+,Doshisha University,Japan,9.8–18.9,14.5,9.2,6.4,35.1,26.8,
2019,1001+,Prague University of Economics and Business (VŠE),Czechia,9.8–18.9,16.8,12.7,6.5,34.4,44.3,
2019,1001+,Ehime University,Japan,9.8–18.9,21.0,13.8,17.7,41.7,25.5,
2019,1001+,The University of Electro-Communications,Japan,9.8–18.9,18.4,18.6,13.2,40.3,28.0,
2019,1001+,University of Engineering & Technology (UET) Lahore,Pakistan,9.8–18.9,14.4,7.7,13.8,34.2,43.8,
2019,1001+,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,9.8–18.9,23.0,10.7,12.1,41.4,21.0,
2019,1001+,Universidade Estadual de Maringá,Brazil,9.8–18.9,20.7,10.0,6.4,34.4,16.0,
2019,1001+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,9.8–18.9,21.8,7.3,2.9,34.1,13.7,
2019,1001+,Far Eastern Federal University,Russian Federation,9.8–18.9,20.7,10.5,10.3,38.6,39.3,
2019,1001+,Universidade Federal do Ceará (UFC),Brazil,9.8–18.9,22.4,9.9,21.4,36.0,24.1,
2019,1001+,Federal University of Goiás,Brazil,9.8–18.9,18.5,9.4,13.3,37.6,18.3,
2019,1001+,Federal University of Itajubá,Brazil,9.8–18.9,15.7,8.6,10.2,36.6,21.4,
2019,1001+,Federal University of Lavras,Brazil,9.8–18.9,25.2,13.3,7.8,37.6,17.9,
2019,1001+,Federal University of Pará,Brazil,9.8–18.9,16.1,9.1,9.6,34.5,23.2,
2019,1001+,Universidade Federal do Paraná (UFPR),Brazil,9.8–18.9,19.6,11.0,10.1,34.0,20.8,
2019,1001+,Universidade Federal de Pernambuco,Brazil,9.8–18.9,23.6,8.9,14.1,36.7,21.4,
2019,1001+,Federal University of Rio Grande do Norte (UFRN),Brazil,9.8–18.9,18.7,8.4,16.0,41.9,22.1,
2019,1001+,Federal University of Santa Maria,Brazil,9.8–18.9,18.4,8.4,11.4,35.8,16.5,
2019,1001+,Federal University of Uberlândia,Brazil,9.8–18.9,23.7,9.2,9.7,34.3,16.7,
2019,1001+,Federal University of Viçosa,Brazil,9.8–18.9,27.5,13.4,10.6,45.8,19.4,
2019,1001+,Feng Chia University,Taiwan,9.8–18.9,15.3,16.7,16.6,39.5,36.8,
2019,1001+,Fluminense Federal University,Brazil,9.8–18.9,16.7,9.6,11.0,34.3,24.6,
2019,1001+,Université Frères Mentouri Constantine 1,Algeria,9.8–18.9,17.6,7.2,7.1,34.8,37.5,
2019,1001+,University of Fukui,Japan,9.8–18.9,20.3,11.0,7.2,39.6,20.2,
2019,1001+,Universitas Gadjah Mada,Indonesia,9.8–18.9,19.6,10.1,12.8,61.2,32.9,
2019,1001+,Gazi University,Turkey,9.8–18.9,19.1,10.7,12.9,38.4,16.2,
2019,1001+,"G.B. Pant University of Agriculture & Technology, Pantnagar",India,9.8–18.9,22.9,7.5,5.2,37.8,12.7,
2019,1001+,University of Gdańsk,Poland,9.8–18.9,14.9,10.0,20.2,34.1,28.2,
2019,1001+,Gdańsk University of Technology,Poland,9.8–18.9,13.9,10.5,29.1,37.7,20.0,
2019,1001+,Gifu University,Japan,9.8–18.9,22.4,10.9,15.3,36.7,22.2,
2019,1001+,GITAM University,India,9.8–18.9,14.9,7.4,8.7,34.8,18.6,
2019,1001+,Government College University Lahore,Pakistan,9.8–18.9,16.6,9.7,4.3,34.1,40.3,
2019,1001+,Grigore T. Popa University of Medicine and Pharmacy,Romania,9.8–18.9,17.1,7.6,10.6,34.2,46.0,
2019,1001+,University of Guadalajara,Mexico,9.8–18.9,14.6,7.6,10.8,34.0,29.0,
2019,1001+,University of Guanajuato,Mexico,9.8–18.9,15.0,7.8,14.3,34.0,32.9,
2019,1001+,Guangxi University,China,9.8–18.9,14.5,9.6,11.5,42.6,20.6,
2019,1001+,Gunma University,Japan,9.8–18.9,26.0,13.6,14.3,36.8,18.8,
2019,1001+,Hallym University,South Korea,9.8–18.9,18.2,14.8,14.6,35.2,20.3,
2019,1001+,Harbin Engineering University,China,9.8–18.9,20.7,19.0,11.5,80.5,16.1,
2019,1001+,The Hashemite University,Jordan,9.8–18.9,12.4,9.7,6.1,34.0,47.0,
2019,1001+,Université Hassan II de Casablanca,Morocco,9.8–18.9,14.7,6.9,19.5,34.4,38.0,
2019,1001+,Capital University,Egypt,9.8–18.9,15.7,7.5,17.7,34.3,40.2,
2019,1001+,Hosei University,Japan,9.8–18.9,15.6,9.1,23.8,34.9,23.6,
2019,1001+,Huaqiao University,China,9.8–18.9,12.8,9.4,20.5,38.1,45.1,
2019,1001+,University of Hyogo,Japan,9.8–18.9,16.1,12.9,10.2,44.6,17.5,
2019,1001+,Ibaraki University,Japan,9.8–18.9,16.9,9.3,9.0,37.4,22.4,
2019,1001+,Imam Abdulrahman Bin Faisal University,Saudi Arabia,9.8–18.9,19.3,7.2,7.0,34.5,72.0,
2019,1001+,Incheon National University,South Korea,9.8–18.9,16.4,12.9,21.3,36.2,31.6,
2019,1001+,Instituto Politécnico Nacional (IPN),Mexico,9.8–18.9,17.8,9.2,10.0,35.3,21.2,
2019,1001+,IPB University,Indonesia,9.8–18.9,17.7,8.9,10.9,65.4,33.7,
2019,1001+,I-Shou University,Taiwan,9.8–18.9,13.2,15.4,13.6,47.3,27.7,
2019,1001+,Ivane Javakhishvili Tbilisi State University,Georgia,9.8–18.9,15.2,9.0,2.9,34.4,44.6,
2019,1001+,Ivan Franko National University of Lviv,Ukraine,9.8–18.9,19.7,7.6,3.2,34.0,36.4,
2019,1001+,Iwate University,Japan,9.8–18.9,18.3,9.8,15.0,43.0,21.6,
2019,1001+,Izmir Institute of Technology,Turkey,9.8–18.9,15.8,10.3,25.3,41.9,30.2,
2019,1001+,Kagoshima University,Japan,9.8–18.9,20.9,11.5,16.8,41.9,21.4,
2019,1001+,Kanagawa University,Japan,9.8–18.9,13.9,7.2,11.9,34.0,28.0,
2019,1001+,Kansai University,Japan,9.8–18.9,23.4,7.9,5.2,35.1,22.7,
2019,1001+,Kasetsart University,Thailand,9.8–18.9,17.2,11.4,10.3,56.5,36.1,
2019,1001+,Kaunas University of Technology,Lithuania,9.8–18.9,15.6,11.1,4.1,37.5,24.9,
2019,1001+,Kazan National Research Technological University,Russian Federation,9.8–18.9,16.1,7.3,17.4,48.0,23.5,
2019,1001+,University of Kerala,India,9.8–18.9,32.3,8.4,11.9,34.2,13.8,
2019,1001+,Kharazmi University,Iran,9.8–18.9,19.0,9.0,19.1,35.4,15.9,
2019,1001+,Khon Kaen University,Thailand,9.8–18.9,21.5,11.0,17.2,49.8,31.5,
2019,1001+,KIIT University,India,9.8–18.9,15.3,7.5,24.4,34.3,15.1,
2019,1001+,KMITL – King Mongkut’s Institute of Technology Ladkrabang,Thailand,9.8–18.9,15.4,20.2,6.7,84.0,18.3,
2019,1001+,King Mongkut's University of Technology North Bangkok,Thailand,9.8–18.9,15.4,9.0,13.3,38.4,21.6,
2019,1001+,Kitasato University,Japan,9.8–18.9,23.5,9.2,18.8,41.9,15.7,
2019,1001+,Kogakuin University,Japan,9.8–18.9,15.5,9.3,9.1,40.7,17.8,
2019,1001+,Kookmin University,South Korea,9.8–18.9,17.5,9.6,17.0,36.9,27.5,
2019,1001+,Kwansei Gakuin University,Japan,9.8–18.9,14.1,8.3,10.7,34.7,30.4,
2019,1001+,Kyoto Institute of Technology,Japan,9.8–18.9,20.2,15.1,11.2,41.7,21.0,
2019,1001+,University of Lahore,Pakistan,9.8–18.9,13.3,8.7,27.1,34.1,33.9,
2019,1001+,University of León,Spain,9.8–18.9,17.4,10.1,23.6,35.7,34.1,
2019,1001+,L.N. Gumilyov Eurasian National University,Kazakhstan,9.8–18.9,21.7,7.6,12.6,34.0,48.1,
2019,1001+,Lobachevsky State University of Nizhni Novgorod,Russian Federation,9.8–18.9,23.6,10.7,13.0,43.2,27.6,
2019,1001+,University of Lodz,Poland,9.8–18.9,15.9,10.0,13.1,34.1,22.9,
2019,1001+,Lodz University of Technology,Poland,9.8–18.9,15.9,10.6,15.9,36.8,21.6,
2019,1001+,London South Bank University,United Kingdom,9.8–18.9,14.5,10.0,15.8,34.5,71.3,
2019,1001+,Londrina State University,Brazil,9.8–18.9,21.3,19.5,14.0,34.0,17.5,
2019,1001+,Lviv Polytechnic National University,Ukraine,9.8–18.9,17.7,8.7,20.9,34.5,24.1,
2019,1001+,Maharaja Sayajirao University of Baroda,India,9.8–18.9,12.6,8.6,13.7,34.5,13.9,
2019,1001+,Mahasarakham University,Thailand,9.8–18.9,13.3,7.1,6.3,34.8,23.6,
2019,1001+,Universiti Malaysia Sarawak (UNIMAS),Malaysia,9.8–18.9,15.6,8.6,8.6,34.3,37.7,
2019,1001+,Manipal Academy of Higher Education,India,9.8–18.9,20.2,9.5,6.5,34.1,26.6,
2019,1001+,Marmara University,Turkey,9.8–18.9,13.5,7.3,18.4,34.0,22.2,
2019,1001+,Meiji University,Japan,9.8–18.9,14.7,11.3,13.8,72.7,24.1,
2019,1001+,Meijo University,Japan,9.8–18.9,14.7,9.6,8.8,35.2,23.5,
2019,1001+,Menoufia University,Egypt,9.8–18.9,13.4,7.4,15.5,36.6,36.0,
2019,1001+,Universidad Michoacana de San Nicolás de Hidalgo,Mexico,9.8–18.9,17.0,8.9,11.0,35.0,29.8,
2019,1001+,Ming Chuan University,Taiwan,9.8–18.9,12.2,10.3,6.9,34.8,29.1,
2019,1001+,Minia University,Egypt,9.8–18.9,14.3,7.0,13.2,34.1,44.6,
2019,1001+,MIREA - Russian Technological University,Russian Federation,9.8–18.9,13.3,9.2,6.4,58.6,18.0,
2019,1001+,University of Miyazaki,Japan,9.8–18.9,20.4,9.4,19.5,35.9,21.4,
2019,1001+,University of Monastir,Tunisia,9.8–18.9,19.8,8.6,12.6,34.0,41.8,
2019,1001+,Moscow Aviation Institute,Russian Federation,9.8–18.9,23.4,11.1,1.8,53.8,22.6,
2019,1001+,Moscow Power Engineering Institute,Russian Federation,9.8–18.9,18.4,24.1,2.6,53.9,27.4,
2019,1001+,Muroran Institute of Technology,Japan,9.8–18.9,14.2,9.3,22.4,38.2,28.5,
2019,1001+,University of Mysore,India,9.8–18.9,33.0,9.1,4.7,34.3,27.5,
2019,1001+,Nagaoka University of Technology,Japan,9.8–18.9,21.7,13.5,12.2,39.8,32.4,
2019,1001+,Nagoya Institute of Technology,Japan,9.8–18.9,18.1,14.0,14.7,53.4,22.0,
