year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2019,601–800,University of Wolverhampton,"15,470",20.4,21%,59 : 41,
2019,601–800,Yeungnam University,"20,389",14.5,5%,50 : 50,
2019,601–800,Yokohama City University,"4,910",3.7,2%,56 : 44,
2019,601–800,University of Zaragoza,"28,008",10.3,4%,54 : 46,
2019,801–1000,Acharya Nagarjuna University,"4,730",13.4,5%,35 : 65,
2019,801–1000,University of A Coruña,"15,159",11.4,2%,52 : 48,
2019,801–1000,"Adam Mickiewicz University, Poznań","37,630",14.0,2%,70 : 30,
2019,801–1000,AGH University of Krakow,"31,252",14.1,2%,,
2019,801–1000,"University of Agriculture, Faisalabad","22,178",32.0,0%,42 : 58,
2019,801–1000,Aichi Medical University,"1,272",2.9,1%,60 : 40,
2019,801–1000,Ajou University,"11,349",10.0,5%,36 : 64,
2019,801–1000,Alexandria University,"175,270",25.0,3%,54 : 46,
2019,801–1000,Al-Farabi Kazakh National University,"16,931",4.6,14%,56 : 44,
2019,801–1000,University of Alicante,"27,639",19.0,9%,58 : 42,
2019,801–1000,Aligarh Muslim University,"17,884",14.3,2%,32 : 68,
2019,801–1000,University of Almería,"12,883",19.2,7%,56 : 44,
2019,801–1000,American University of Sharjah,"5,769",14.2,84%,49 : 51,
2019,801–1000,Anadolu University,"1,413,003",865.8,1%,44 : 56,
2019,801–1000,"Asia University, Taiwan","12,320",26.0,3%,58 : 42,
2019,801–1000,Atılım University,"7,624",13.7,7%,40 : 60,
2019,801–1000,Austral University of Chile,"14,873",16.7,2%,49 : 51,
2019,801–1000,Universidad Autónoma de Querétaro,"21,812",36.8,1%,56 : 44,
2019,801–1000,Azarbaijan Shahid Madani University,"6,322",23.9,0%,65 : 35,
2019,801–1000,Babeş-Bolyai University,"36,888",24.5,2%,64 : 36,
2019,801–1000,University of Baghdad,"66,948",10.2,0%,58 : 42,
2019,801–1000,Institut Teknologi Bandung,"18,643",11.8,2%,41 : 59,
2019,801–1000,Bauman Moscow State Technical University,"20,510",3.9,7%,25 : 75,
2019,801–1000,University of Bedfordshire,"10,685",18.7,32%,62 : 38,
2019,801–1000,Beijing Jiaotong University,"25,110",13.4,7%,,
2019,801–1000,University of Béjaïa,"42,689",25.8,0%,61 : 39,
2019,801–1000,Belgorod State National Research University,"13,883",12.9,15%,67 : 33,
2019,801–1000,University of Belgrade,"99,760",21.1,5%,61 : 39,
2019,801–1000,"Birla Institute of Technology and Science, Pilani","12,612",17.2,0%,19 : 81,
2019,801–1000,University of Brasília,"52,039",18.4,2%,51 : 49,
2019,801–1000,Brno University of Technology,"21,522",20.8,21%,28 : 72,
2019,801–1000,University of Bucharest,"31,388",24.2,2%,70 : 30,
2019,801–1000,Budapest University of Technology and Economics,"19,499",17.6,7%,30 : 70,
2019,801–1000,University of Burgos,"7,394",13.4,3%,56 : 44,
2019,801–1000,Cairo University,"233,999",42.1,2%,47 : 53,
2019,801–1000,"California Polytechnic State University, San Luis Obispo","19,461",20.1,2%,48 : 52,
2019,801–1000,Capital Medical University,"12,826",7.1,5%,68 : 32,
2019,801–1000,University of Castilla-La Mancha,"23,309",13.6,6%,56 : 44,
2019,801–1000,University of Lancashire,"18,390",16.4,18%,57 : 43,
2019,801–1000,University of Cergy-Pontoise,"17,161",19.1,15%,56 : 44,
2019,801–1000,"University of Chemistry and Technology, Prague","4,312",10.0,20%,62 : 38,
2019,801–1000,Chiang Mai University,"36,635",16.2,1%,61 : 39,
2019,801–1000,"China University of Geosciences, Wuhan","28,652",17.2,3%,,
2019,801–1000,China University of Mining and Technology,"45,518",18.8,2%,30 : 70,
2019,801–1000,"China University of Petroleum, Beijing","15,127",18.9,4%,,
2019,801–1000,China Pharmaceutical University,"15,646",17.0,2%,,
2019,801–1000,Chongqing University,"47,031",17.0,4%,,
2019,801–1000,Chonnam National University,"23,261",17.1,5%,49 : 51,
2019,801–1000,Chulalongkorn University,"36,781",12.3,2%,59 : 41,
2019,801–1000,Chung Yuan Christian University,"16,034",33.0,11%,43 : 57,
2019,801–1000,Comenius University Bratislava,"21,376",10.4,12%,67 : 33,
2019,801–1000,Czech University of Life Sciences Prague (CZU),"17,094",20.5,19%,54 : 46,
2019,801–1000,Czech Technical University in Prague,"20,387",13.1,18%,31 : 69,
2019,801–1000,University of Debrecen,"26,752",17.0,16%,56 : 44,
2019,801–1000,De La Salle University,"17,679",19.3,3%,52 : 48,
2019,801–1000,University of Derby,"12,500",15.0,13%,56 : 44,
2019,801–1000,Dublin Institute of Technology,"15,288",21.0,20%,42 : 58,
2019,801–1000,East Carolina University,"25,297",14.1,2%,59 : 41,
2019,801–1000,University of East London,"10,640",16.9,32%,63 : 37,
2019,801–1000,Edge Hill University,"12,025",14.7,5%,68 : 32,
2019,801–1000,Erciyes University,"38,308",26.7,3%,47 : 53,
2019,801–1000,Universidade Estadual Paulista (Unesp),"30,718",9.7,4%,49 : 51,
2019,801–1000,University of Évora,"7,254",13.9,12%,55 : 45,
2019,801–1000,Fayoum University,"30,087",15.0,0%,39 : 61,
2019,801–1000,Universidade Federal do ABC (UFABC),"14,320",20.9,1%,26 : 74,
2019,801–1000,Universidade Federal da Bahia,"32,614",12.7,1%,52 : 48,
2019,801–1000,Federal University of Pelotas,"18,700",14.0,1%,56 : 44,
2019,801–1000,Universidade Federal de Santa Catarina,"37,964",16.7,3%,49 : 51,
2019,801–1000,Federal University of São Carlos,"18,258",14.6,2%,49 : 51,
2019,801–1000,Ferdowsi University of Mashhad,"23,334",28.4,5%,57 : 43,
2019,801–1000,Ferhat Abbas Sétif University 1,"32,283",21.9,1%,62 : 38,
2019,801–1000,Florida Atlantic University,"23,449",18.7,11%,60 : 40,
2019,801–1000,Florida Institute of Technology,"5,483",13.8,36%,34 : 66,
2019,801–1000,University of La Frontera,"10,310",26.5,0%,44 : 56,
2019,801–1000,Fu Jen Catholic University,"23,161",18.9,8%,58 : 42,
2019,801–1000,Gebze Technical University,"6,620",25.4,2%,34 : 66,
2019,801–1000,University of Ghana,"37,010",24.6,2%,44 : 56,
2019,801–1000,University of Guilan,"16,525",27.4,0%,56 : 44,
2019,801–1000,Hamamatsu University School of Medicine,"1,205",3.8,1%,49 : 51,
2019,801–1000,Hyogo College of Medicine,878,1.9,1%,36 : 64,
2019,801–1000,Indian Institute of Science Education and Research Kolkata,"1,199",12.5,0%,27 : 73,
2019,801–1000,Indian Institute of Technology (Indian School of Mines) Dhanbad,"7,370",23.0,1%,14 : 86,
2019,801–1000,Universidad Industrial de Santander (UIS),"20,014",23.9,0%,46 : 54,
2019,801–1000,Inha University,"19,384",23.7,5%,39 : 61,
2019,801–1000,Iran University of Medical Sciences,"8,600",8.4,3%,50 : 50,
2019,801–1000,University of Isfahan,"12,900",19.8,1%,59 : 41,
2019,801–1000,Istanbul University,"93,109",44.7,8%,48 : 52,
2019,801–1000,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,"7,121",6.9,33%,64 : 36,
2019,801–1000,University of Jaén,"15,728",19.2,8%,55 : 45,
2019,801–1000,Jamia Millia Islamia,"11,902",10.9,2%,42 : 58,
2019,801–1000,Jeonbuk National University,"21,221",20.6,4%,45 : 55,
2019,801–1000,Jiangsu University,"34,251",9.5,4%,42 : 58,
2019,801–1000,The Jikei University School of Medicine,"1,041",0.9,0%,46 : 54,
2019,801–1000,Jilin University,"69,305",10.7,3%,48 : 52,
2019,801–1000,Jinan University (China),"35,904",14.4,28%,59 : 41,
2019,801–1000,The University of Jordan,"31,305",16.7,15%,66 : 34,
2019,801–1000,Kagawa University,"6,426",9.5,2%,40 : 60,
2019,801–1000,Kanazawa University,"10,430",10.4,5%,36 : 64,
2019,801–1000,Kansai Medical University,845,1.2,2%,37 : 63,
2019,801–1000,Kaohsiung Medical University,"6,896",12.0,7%,56 : 44,
2019,801–1000,King Mongkut’s University of Technology Thonburi,"16,410",22.3,1%,47 : 53,
2019,801–1000,K.N. Toosi University of Technology,"6,646",21.6,1%,33 : 67,
2019,801–1000,Kochi University,"5,563",8.2,2%,45 : 55,
2019,801–1000,Kumamoto University,"10,237",7.7,7%,37 : 63,
2019,801–1000,Kuwait University,"37,207",22.0,14%,73 : 27,
2019,801–1000,Kyungpook National University (KNU),"24,981",20.4,6%,44 : 56,
2019,801–1000,Kyushu Institute of Technology (Kyutech),"5,723",16.4,4%,13 : 87,
2019,801–1000,University of Latvia,"15,197",13.6,5%,63 : 37,
2019,801–1000,Leeds Beckett University,"20,100",20.0,13%,50 : 50,
2019,801–1000,University of Maribor,"12,571",14.4,5%,54 : 46,
2019,801–1000,University Cadi Ayyad of Marrakech,"85,610",55.6,1%,48 : 52,
2019,801–1000,University of Mazandaran,"13,164",36.2,2%,64 : 36,
2019,801–1000,Metropolitan Autonomous University,"57,742",20.1,0%,48 : 52,
2019,801–1000,Mohammed V University of Rabat,"75,254",33.1,4%,56 : 44,
2019,801–1000,University of Murcia,"30,233",18.1,7%,61 : 39,
2019,801–1000,Nagasaki University,"9,144",6.9,4%,37 : 63,
2019,801–1000,Nagoya City University,"4,385",7.5,3%,52 : 48,
2019,801–1000,National Central University,"11,277",9.7,10%,34 : 66,
2019,801–1000,National Chengchi University,"14,670",17.8,16%,57 : 43,
2019,801–1000,National Chung Hsing University,"15,163",15.5,4%,39 : 61,
2019,801–1000,National University of Cuyo,"45,269",10.1,8%,58 : 42,
2019,801–1000,National Dong Hwa University,"10,154",17.9,9%,50 : 50,
2019,801–1000,"National Institute of Technology, Tiruchirappalli","5,981",18.5,7%,23 : 77,
2019,801–1000,National University of San Martín,"14,981",15.6,5%,66 : 34,
2019,801–1000,National University of Sciences and Technology,"10,446",7.6,3%,35 : 65,
2019,801–1000,National Taipei University,"8,580",16.9,4%,54 : 46,
2019,801–1000,National Taipei University of Technology,"10,092",16.3,8%,26 : 74,
2019,801–1000,National Taiwan Ocean University,"8,707",21.9,7%,31 : 69,
2019,801–1000,Niigata University,"12,430",7.9,4%,38 : 62,
2019,801–1000,Normandy University,"66,189",20.7,11%,,
2019,801–1000,"Northeastern University, China","33,718",14.4,4%,,
2019,801–1000,University of Northern British Columbia (UNBC),"2,684",14.2,9%,60 : 40,
2019,801–1000,Northwest University (China),"23,155",14.4,3%,56 : 44,
2019,801–1000,NorthWest A&F University,"29,666",15.5,1%,48 : 52,
2019,801–1000,Novosibirsk State Technical University,"12,643",11.6,17%,43 : 57,
2019,801–1000,Oakland University,"15,927",19.3,3%,58 : 42,
2019,801–1000,Ocean University of China,"32,161",17.6,3%,52 : 48,
2019,801–1000,Okayama University,"13,189",7.9,4%,39 : 61,
2019,801–1000,Osaka City University,"8,325",8.8,4%,36 : 64,
2019,801–1000,Osmania University,"12,017",16.3,3%,29 : 71,
2019,801–1000,University of Ostrava,"9,382",20.4,7%,70 : 30,
2019,801–1000,Pablo de Olavide University,"12,025",15.2,17%,60 : 40,
2019,801–1000,Paris Nanterre University,"32,735",35.0,17%,62 : 38,
2019,801–1000,University of Patras,"26,098",29.9,4%,49 : 51,
2019,801–1000,Pondicherry University,"6,185",17.0,0%,38 : 62,
2019,801–1000,Pontifical Catholic University of Peru,"22,322",7.0,3%,47 : 53,
2019,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),"19,398",23.2,0%,50 : 50,
2019,801–1000,Universiti Putra Malaysia,"23,853",10.2,20%,64 : 36,
2019,801–1000,University Rey Juan Carlos,"36,643",26.6,14%,58 : 42,
2019,801–1000,Riga Technical University,"10,564",26.6,10%,34 : 66,
2019,801–1000,Robert Gordon University,"9,405",18.1,23%,61 : 39,
2019,801–1000,University of Roehampton,"7,690",17.1,29%,72 : 28,
2019,801–1000,Saitama University,"8,602",13.7,5%,33 : 67,
2019,801–1000,Samara National Research University (Samara University),"9,934",10.3,7%,51 : 49,
2019,801–1000,Sapporo Medical University,"1,332",3.5,0%,41 : 59,
2019,801–1000,University of Science and Technology Beijing,"24,090",14.9,4%,36 : 64,
2019,801–1000,University of Seoul,"8,857",16.8,5%,,
2019,801–1000,University of Sfax,"33,185",14.4,1%,67 : 33,
2019,801–1000,Shahid Beheshti University,"18,263",21.3,1%,52 : 48,
2019,801–1000,Shahid Beheshti University of Medical Sciences,"12,604",9.0,1%,62 : 38,
2019,801–1000,Shanghai University,"36,382",13.4,6%,47 : 53,
2019,801–1000,Shantou University,"9,981",11.0,1%,51 : 49,
2019,801–1000,University of Sharjah,"13,957",23.1,63%,65 : 35,
2019,801–1000,Sheffield Hallam University,"24,925",16.6,14%,55 : 45,
2019,801–1000,Shinshu University,"10,700",9.9,3%,32 : 68,
2019,801–1000,Shiraz University,"13,861",20.7,0%,49 : 51,
2019,801–1000,Sidi Mohamed Ben Abdellah University,"94,163",63.2,2%,40 : 60,
2019,801–1000,Sohag University,"48,895",28.2,0%,58 : 42,
2019,801–1000,Southern Medical University,"18,658",6.5,5%,59 : 41,
2019,801–1000,University of South Wales,"16,500",17.5,20%,52 : 48,
2019,801–1000,Sri Venkateswara University,"7,747",17.3,0%,40 : 60,
2019,801–1000,University of Staffordshire,"9,455",15.3,14%,50 : 50,
2019,801–1000,Sultan Qaboos University,"7,624",8.9,3%,50 : 50,
2019,801–1000,Suranaree University of Technology,"15,068",31.9,1%,54 : 46,
2019,801–1000,University of Talca,"10,628",23.6,1%,52 : 48,
2019,801–1000,Tanta University,"138,971",28.2,2%,56 : 44,
2019,801–1000,Teesside University,"11,580",18.0,12%,56 : 44,
2019,801–1000,Universiti Tenaga Nasional (UNITEN),"7,893",17.7,7%,40 : 60,
2019,801–1000,Texas State University,"31,120",19.7,1%,58 : 42,
2019,801–1000,Thapar Institute of Engineering and Technology,"7,503",15.5,1%,28 : 72,
2019,801–1000,Toho University,"5,096",13.4,0%,50 : 50,
2019,801–1000,Tokushima University,"7,566",8.8,2%,35 : 65,
2019,801–1000,Tokyo University of Agriculture and Technology,"5,795",14.9,6%,30 : 70,
2019,801–1000,Tokyo Medical University,"1,333",1.5,0%,50 : 50,
2019,801–1000,Tokyo University of Science,"19,162",24.8,2%,21 : 79,
2019,801–1000,Toyohashi University of Technology (TUT),"2,350",9.9,7%,9 : 91,
2019,801–1000,Tribhuvan University,"359,377",44.6,0%,44 : 56,
2019,801–1000,Tshwane University of Technology,"42,846",32.3,2%,52 : 48,
2019,801–1000,Universiti Utara Malaysia,"13,171",12.1,23%,65 : 35,
2019,801–1000,Vilnius University,"16,773",11.6,8%,65 : 35,
2019,801–1000,VIT University,"30,941",17.9,3%,27 : 73,
2019,801–1000,Warsaw University of Technology,"31,672",13.4,5%,34 : 66,
2019,801–1000,Wuhan University of Technology,"50,924",14.0,3%,30 : 70,
2019,801–1000,Xiangtan University,"30,928",21.2,1%,53 : 47,
2019,801–1000,Xidian University,"33,258",17.4,2%,29 : 71,
2019,801–1000,Yamagata University,"8,955",8.6,1%,35 : 65,
2019,801–1000,University of Yamanashi,"4,725",6.4,4%,31 : 69,
2019,801–1000,Yangzhou University,"36,362",16.0,3%,55 : 45,
2019,801–1000,Yokohama National University,"9,972",12.6,7%,29 : 71,
2019,801–1000,University of Zagreb,"66,967",18.7,1%,50 : 50,
2019,1001+,University of Abou Bekr Belkaïd Tlemcen,"44,100",24.3,1%,72 : 28,
2019,1001+,Ain Shams University,"171,700",17.4,3%,52 : 48,
2019,1001+,Akdeniz University,"50,491",32.0,3%,55 : 45,
2019,1001+,Akita University,"5,074",9.2,4%,35 : 65,
2019,1001+,Al-Azhar University,"318,158",41.9,5%,44 : 56,
2019,1001+,Alexandru Ioan Cuza University,"23,255",19.1,6%,65 : 35,
2019,1001+,Alzahra University,"10,590",24.4,1%,100 : 0,
2019,1001+,"Amity University, Noida","27,278",14.0,5%,43 : 57,
2019,1001+,"University of the Andes, Venezuela","47,565",19.0,0%,62 : 38,
2019,1001+,Andhra University,"9,752",16.8,4%,51 : 49,
2019,1001+,Universidad Andrés Bello (UNAB),"44,436",23.5,1%,52 : 48,
2019,1001+,Ankara University,"69,324",18.0,4%,52 : 48,
2019,1001+,Annamalai University,"27,369",14.1,2%,42 : 58,
2019,1001+,University of Antioquia,"40,505",23.3,0%,51 : 49,
2019,1001+,Aoyama Gakuin University,"19,520",8.2,3%,47 : 53,
2019,1001+,Assiut University,"79,183",17.9,0%,45 : 55,
2019,1001+,Universidad Autónoma del Estado de Hidalgo,"33,839",17.9,0%,56 : 44,
2019,1001+,Universidad Autónoma del Estado de Mexico (UAEMex),"57,087",23.2,0%,59 : 41,
2019,1001+,Universidad Autónoma de Nuevo León (UANL),"102,466",27.2,1%,,
2019,1001+,Universidad Autónoma de Yucatán,"16,570",14.9,0%,49 : 51,
2019,1001+,Autonomous University of Baja California,"59,812",20.4,2%,53 : 47,
2019,1001+,Autonomous University of San Luis Potosi,"31,102",9.3,1%,50 : 50,
2019,1001+,Badji Mokhtar University – Annaba,"40,514",33.6,1%,52 : 48,
2019,1001+,Bahauddin Zakariya University,"24,532",30.2,0%,44 : 56,
2019,1001+,Bahçeşehir University,"14,159",34.2,12%,48 : 52,
2019,1001+,Belarusian State University,"29,230",9.2,8%,65 : 35,
2019,1001+,Benemérita Universidad Autónoma de Puebla,"78,390",35.2,0%,53 : 47,
2019,1001+,University of Bío-Bío,"12,893",24.7,1%,42 : 58,
2019,1001+,University of Birjand,"11,347",28.7,1%,56 : 44,
2019,1001+,Birmingham City University,"19,620",18.8,22%,62 : 38,
2019,1001+,Bucharest University of Economic Studies,"21,447",11.8,3%,47 : 53,
2019,1001+,Canterbury Christ Church University,"11,730",18.6,12%,67 : 33,
2019,1001+,Catholic University of the North,"11,669",20.5,2%,45 : 55,
2019,1001+,Ceará State University,"17,934",16.3,0%,56 : 44,
2019,1001+,Chaoyang University of Technology,"17,017",43.3,8%,56 : 44,
2019,1001+,University of Chester,"10,305",17.5,10%,66 : 34,
2019,1001+,Chiba Institute of Technology,"9,774",30.7,1%,12 : 88,
2019,1001+,Chubu University,"12,661",24.8,1%,26 : 74,
2019,1001+,Chungnam National University,"22,773",21.7,4%,44 : 56,
2019,1001+,Chuo University,"26,698",37.9,4%,35 : 65,
2019,1001+,Cochin University of Science and Technology,"8,147",19.2,0%,36 : 64,
2019,1001+,University of Colombo,"29,464",29.5,0%,56 : 44,
2019,1001+,University of Concepción,"27,077",17.5,1%,51 : 49,
2019,1001+,Corvinus University of Budapest,"10,404",24.7,14%,54 : 46,
2019,1001+,Cukurova University,"41,446",18.7,4%,45 : 55,
2019,1001+,University of Dar es Salaam,"25,282",15.2,0%,33 : 67,
2019,1001+,Del Rosario University,"9,568",12.5,1%,,
2019,1001+,Democritus University of Thrace,"29,386",46.9,3%,54 : 46,
2019,1001+,Dokuz Eylül University,"63,639",19.2,2%,47 : 53,
2019,1001+,Doshisha University,"28,311",18.9,4%,40 : 60,
2019,1001+,University of Economics in Prague,"14,945",29.2,22%,54 : 46,
2019,1001+,Ehime University,"9,419",12.8,3%,37 : 63,
2019,1001+,The University of Electro-Communications,"4,806",15.7,6%,11 : 89,
2019,1001+,University of Engineering & Technology (UET) Lahore,"12,467",13.9,2%,23 : 77,
2019,1001+,Universidade do Estado do Rio de Janeiro (UERJ),"22,918",8.7,0%,57 : 43,
2019,1001+,Universidade Estadual de Maringá,"20,522",11.4,1%,55 : 45,
2019,1001+,Universidade Estadual do Oeste do Paraná (Unioeste),"10,919",4.1,0%,59 : 41,
2019,1001+,Far Eastern Federal University,"15,480",9.4,15%,,
2019,1001+,Universidade Federal do Ceará (UFC),"31,719",14.6,1%,47 : 53,
2019,1001+,Federal University of Goiás,"29,558",13.3,0%,44 : 56,
2019,1001+,Federal University of Itajubá,"8,997",18.2,1%,29 : 71,
2019,1001+,Federal University of Lavras,"15,389",22.1,1%,52 : 48,
2019,1001+,Federal University of Pará,"49,435",20.7,0%,56 : 44,
2019,1001+,Universidade Federal do Paraná (UFPR),"32,952",12.8,0%,51 : 49,
2019,1001+,Universidade Federal de Pernambuco,"38,264",14.7,1%,50 : 50,
2019,1001+,Federal University of Rio Grande do Norte (UFRN),"39,365",16.3,0%,56 : 44,
2019,1001+,Federal University of Santa Maria,"26,334",13.8,0%,56 : 44,
2019,1001+,Federal University of Uberlândia,"20,461",11.5,%,,
2019,1001+,Federal University of Viçosa,"17,340",14.6,2%,51 : 49,
2019,1001+,Feng Chia University,"19,811",23.3,15%,37 : 63,
2019,1001+,Fluminense Federal University,"68,410",19.0,0%,49 : 51,
2019,1001+,Université Frères Mentouri Constantine 1,"33,735",19.4,0%,55 : 45,
2019,1001+,University of Fukui,"4,999",9.2,4%,29 : 71,
2019,1001+,Universitas Gadjah Mada,"41,201",10.5,1%,54 : 46,
2019,1001+,Gazi University,"79,733",31.5,3%,49 : 51,
2019,1001+,"G.B. Pant University of Agriculture & Technology, Pantnagar","4,389",7.5,0%,43 : 57,
2019,1001+,University of Gdańsk,"29,683",17.6,2%,61 : 39,
2019,1001+,Gdańsk University of Technology,"23,017",18.7,2%,40 : 60,
2019,1001+,Gifu University,"7,161",7.9,4%,35 : 65,
2019,1001+,GITAM University,"16,223",14.7,2%,32 : 68,
2019,1001+,Government College University Lahore,"8,841",33.5,1%,43 : 57,
2019,1001+,Grigore T. Popa University of Medicine and Pharmacy,"9,602",11.4,29%,66 : 34,
2019,1001+,University of Guadalajara,"120,298",52.4,0%,52 : 48,
2019,1001+,University of Guanajuato,"24,798",16.6,1%,52 : 48,
2019,1001+,Guangxi University,"34,199",15.8,5%,46 : 54,
2019,1001+,Gunma University,"6,362",7.3,3%,37 : 63,
2019,1001+,Hallym University,"8,372",9.8,4%,,
2019,1001+,Harbin Engineering University,"24,124",14.1,2%,26 : 74,
2019,1001+,The Hashemite University,"16,879",16.8,4%,58 : 42,
2019,1001+,Université Hassan II de Casablanca,"100,095",30.7,2%,53 : 47,
2019,1001+,Helwan University,"154,964",36.0,1%,58 : 42,
2019,1001+,Hosei University,"30,364",41.0,2%,36 : 64,
2019,1001+,Huaqiao University,"29,637",17.8,11%,49 : 51,
2019,1001+,University of Hyogo,"6,607",14.0,2%,39 : 61,
2019,1001+,Ibaraki University,"8,153",12.0,3%,35 : 65,
2019,1001+,Imam Abdulrahman Bin Faisal University,"28,627",10.6,3%,78 : 22,
2019,1001+,Incheon National University,"13,807",23.0,2%,44 : 56,
2019,1001+,Instituto Politécnico Nacional (IPN),"178,492",10.5,0%,38 : 62,
2019,1001+,IPB University,"23,044",13.1,1%,58 : 42,
2019,1001+,I-Shou University,"16,425",31.1,9%,47 : 53,
2019,1001+,Ivane Javakhishvili Tbilisi State University,"20,225",24.8,2%,62 : 38,
2019,1001+,Ivan Franko National University of Lviv,"18,210",9.6,1%,75 : 25,
2019,1001+,Iwate University,"5,626",14.7,3%,37 : 63,
2019,1001+,Izmir Institute of Technology,"5,035",22.7,3%,46 : 54,
2019,1001+,Kagoshima University,"10,498",10.2,3%,38 : 62,
2019,1001+,Kanagawa University,"18,541",13.8,3%,28 : 72,
2019,1001+,Kansai University,"30,401",12.0,3%,39 : 61,
2019,1001+,Kasetsart University,"68,213",22.9,1%,62 : 38,
2019,1001+,Kaunas University of Technology,"10,146",14.0,5%,38 : 62,
2019,1001+,Kazan National Research Technological University,"15,631",10.6,10%,47 : 53,
2019,1001+,University of Kerala,"8,210",19.3,0%,56 : 44,
2019,1001+,Kharazmi University,"13,129",20.7,1%,57 : 43,
2019,1001+,Khon Kaen University,"36,280",18.5,2%,56 : 44,
2019,1001+,KIIT University,"19,633",14.0,2%,37 : 63,
2019,1001+,King Mongkut’s Institute of Technology Ladkrabang,"22,938",22.4,0%,53 : 47,
2019,1001+,King Mongkut's University of Technology North Bangkok,"25,542",24.1,0%,40 : 60,
2019,1001+,Kitasato University,"8,539",5.3,0%,53 : 47,
2019,1001+,Kogakuin University,"6,531",17.0,1%,15 : 85,
2019,1001+,Kookmin University,"17,299",11.1,9%,45 : 55,
2019,1001+,Kwansei Gakuin University,"23,965",21.1,3%,48 : 52,
2019,1001+,Kyoto Institute of Technology,"4,060",13.2,5%,27 : 73,
2019,1001+,University of Lahore,"24,674",14.3,2%,35 : 65,
2019,1001+,University of León,"12,303",14.6,5%,56 : 44,
2019,1001+,L.N. Gumilyov Eurasian National University,"16,155",4.9,3%,,
2019,1001+,Lobachevsky State University of Nizhni Novgorod,"18,205",8.0,7%,53 : 47,
2019,1001+,University of Lodz,"33,758",15.2,4%,65 : 35,
2019,1001+,Lodz University of Technology,"17,115",13.1,3%,41 : 59,
2019,1001+,London South Bank University,"11,965",17.1,34%,56 : 44,
2019,1001+,Londrina State University,"23,392",13.7,1%,57 : 43,
2019,1001+,Lviv Polytechnic National University,"22,520",11.0,1%,39 : 61,
2019,1001+,Maharaja Sayajirao University of Baroda,"34,111",27.3,0%,58 : 42,
2019,1001+,Mahasarakham University,"43,552",34.4,0%,63 : 37,
2019,1001+,Universiti Malaysia Sarawak (UNIMAS),"15,426",19.2,5%,65 : 35,
2019,1001+,Manipal Academy of Higher Education,"25,145",9.7,8%,43 : 57,
2019,1001+,Marmara University,"72,603",35.7,4%,52 : 48,
2019,1001+,Meiji University,"32,270",29.8,4%,32 : 68,
2019,1001+,Meijo University,"15,422",32.6,2%,27 : 73,
2019,1001+,Menoufia University,"82,327",38.7,1%,44 : 56,
2019,1001+,Universidad Michoacana de San Nicolás de Hidalgo,"39,392",29.0,1%,51 : 49,
2019,1001+,Ming Chuan University,"18,800",22.7,11%,60 : 40,
2019,1001+,Minia University,"58,870",15.9,1%,61 : 39,
2019,1001+,MIREA - Russian Technological University,"16,441",14.9,3%,31 : 69,
2019,1001+,University of Miyazaki,"5,507",8.3,2%,35 : 65,
2019,1001+,University of Monastir,"21,267",11.3,1%,68 : 32,
2019,1001+,Moscow Aviation Institute,"15,263",10.5,9%,28 : 72,
2019,1001+,Moscow Power Engineering Institute,"11,252",15.4,9%,38 : 62,
2019,1001+,Muroran Institute of Technology,"3,320",18.0,4%,9 : 91,
2019,1001+,University of Mysore,"7,944",20.3,8%,43 : 57,
2019,1001+,Nagaoka University of Technology,"2,388",10.3,12%,11 : 89,
2019,1001+,Nagoya Institute of Technology,"5,637",16.1,4%,14 : 86,
2019,1001+,University of Nairobi,"72,466",40.4,1%,36 : 64,
2019,1001+,Nara Medical University,"1,202",3.6,1%,48 : 52,
2019,1001+,Naresuan University,"23,232",15.8,1%,66 : 34,
2019,1001+,National Changhua University of Education,"8,124",21.4,8%,53 : 47,
2019,1001+,National Chiayi University,"12,537",26.0,4%,48 : 52,
2019,1001+,National Chung Cheng University,"14,278",19.9,4%,37 : 63,
2019,1001+,National University of Colombia,"51,844",22.0,1%,38 : 62,
2019,1001+,National University of Córdoba,"64,491",11.5,2%,63 : 37,
2019,1001+,National University of Kaohsiung,"5,599",23.5,4%,41 : 59,
2019,1001+,National University of La Plata,"118,688",23.9,5%,56 : 44,
2019,1001+,National Research University of Electronic Technology (MIET),"4,197",11.6,3%,31 : 69,
2019,1001+,National Research Saratov State University,"8,756",9.7,6%,60 : 40,
2019,1001+,National University of the South,"20,325",6.9,1%,58 : 42,
2019,1001+,Nicolaus Copernicus University in Toruń,"23,670",12.0,2%,69 : 31,
2019,1001+,University of Nigeria Nsukka,"32,429",14.2,1%,48 : 52,
2019,1001+,North China Electric Power University,"30,412",16.7,1%,35 : 65,
2019,1001+,Ochanomizu University,"2,947",14.2,5%,100 : 0,
2019,1001+,Oita University,"5,682",9.4,1%,37 : 63,
2019,1001+,Ondokuz Mayis University,"33,790",30.5,6%,52 : 48,
2019,1001+,Osaka Prefecture University,"7,794",10.0,4%,36 : 64,
2019,1001+,University of Pardubice,"7,807",14.5,6%,55 : 45,
2019,1001+,Perm National Research Polytechnic University,"9,509",9.0,5%,38 : 62,
2019,1001+,Perm State University,"12,452",14.2,1%,65 : 35,
