year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2021,401–500,Bauman Moscow State Technical University,"19,501",5.6,8%,29 : 71,
2021,401–500,University of Bordeaux,"54,812",22.4,13%,59 : 41,
2021,401–500,Bournemouth University,"13,715",16.9,18%,55 : 45,
2021,401–500,University of Bremen,"18,843",32.3,13%,51 : 49,
2021,401–500,University of Brescia,"14,479",25.1,7%,45 : 55,
2021,401–500,University of Campinas,"29,082",15.6,3%,47 : 53,
2021,401–500,Cankaya University,"7,492",25.2,1%,45 : 55,
2021,401–500,University of Canterbury,"14,069",18.6,24%,50 : 50,
2021,401–500,Centrale Nantes,"1,776",16.5,48%,25 : 75,
2021,401–500,CEU Universities,"17,654",11.5,19%,63 : 37,
2021,401–500,Charles University,"47,406",12.8,22%,62 : 38,
2021,401–500,"China Medical University, Taiwan","7,633",16.9,9%,55 : 45,
2021,401–500,Clark University,"3,045",11.5,23%,60 : 40,
2021,401–500,Colorado School of Mines,"5,898",17.2,11%,30 : 70,
2021,401–500,"Colorado State University, Fort Collins","26,178",16.1,6%,53 : 47,
2021,401–500,University of Connecticut,"27,996",13.2,11%,52 : 48,
2021,401–500,University of Denver,"9,397",12.6,8%,57 : 43,
2021,401–500,Universidad del Desarrollo,"15,213",18.6,3%,56 : 44,
2021,401–500,Diego Portales University,"17,234",14.7,2%,49 : 51,
2021,401–500,Durban University of Technology,"23,432",33.3,1%,52 : 48,
2021,401–500,University of Eastern Finland,"11,742",18.8,6%,64 : 36,
2021,401–500,Edith Cowan University,"17,756",28.8,27%,60 : 40,
2021,401–500,University of Toulouse,"104,479",16.5,14%,54 : 46,
2021,401–500,University of Florence,"36,497",21.0,10%,59 : 41,
2021,401–500,Florida International University,"33,974",23.7,8%,58 : 42,
2021,401–500,Free University of Bozen-Bolzano,"3,891",11.9,12%,67 : 33,
2021,401–500,University of Genoa,"23,405",19.3,9%,56 : 44,
2021,401–500,University of Georgia (USA),"36,169",16.6,7%,57 : 43,
2021,401–500,Georgia State University,"30,633",15.3,6%,58 : 42,
2021,401–500,"Goldsmiths, University of London","9,015",15.7,36%,66 : 34,
2021,401–500,Harbin Institute of Technology,"31,873",10.6,12%,30 : 70,
2021,401–500,Hunan University,"41,210",20.2,2%,47 : 53,
2021,401–500,University of Ibadan,"38,170",25.7,1%,47 : 53,
2021,401–500,University of Iceland,"8,309",14.1,12%,66 : 34,
2021,401–500,Indian Institute of Technology Indore,"1,309",9.2,0%,17 : 83,
2021,401–500,Iowa State University,"31,814",18.1,12%,44 : 56,
2021,401–500,Jordan University of Science and Technology,"21,087",11.9,16%,57 : 43,
2021,401–500,Justus Liebig University Giessen,"28,039",44.5,10%,62 : 38,
2021,401–500,University of Jyväskylä,"10,262",14.6,4%,61 : 39,
2021,401–500,University of Kentucky,"26,839",13.3,4%,56 : 44,
2021,401–500,King Saud University,"38,189",10.1,10%,52 : 48,
2021,401–500,Koç University,"5,440",16.0,6%,50 : 50,
2021,401–500,Kyushu University,"18,714",9.3,13%,28 : 72,
2021,401–500,Linköping University,"18,628",11.2,11%,54 : 46,
2021,401–500,Institut Agro,"2,120",10.9,16%,62 : 38,
2021,401–500,Liverpool John Moores University,"20,200",16.9,15%,53 : 47,
2021,401–500,Makerere University,"30,486",20.8,3%,52 : 48,
2021,401–500,Mansoura University,"140,144",23.8,3%,58 : 42,
2021,401–500,Maynooth University,"10,107",28.6,12%,56 : 44,
2021,401–500,Middlesex University,"15,750",17.9,45%,60 : 40,
2021,401–500,Missouri University of Science and Technology,"7,862",21.6,12%,24 : 76,
2021,401–500,Mizzou - University of Missouri,"26,446",12.5,5%,53 : 47,
2021,401–500,University of Modena and Reggio Emilia,"18,741",26.8,6%,53 : 47,
2021,401–500,University of Naples Federico II,"50,375",19.7,2%,55 : 45,
2021,401–500,National and Kapodistrian University of Athens,"59,348",28.3,10%,62 : 38,
2021,401–500,National Research Nuclear University MEPhI,"5,797",10.5,26%,34 : 66,
2021,401–500,National Yang-Ming University,"4,254",4.8,2%,49 : 51,
2021,401–500,University of Nebraska-Lincoln,"24,677",16.6,12%,48 : 52,
2021,401–500,University of Neuchâtel,"4,138",12.7,25%,58 : 42,
2021,401–500,Norwegian University of Science and Technology,"36,050",15.5,8%,48 : 52,
2021,401–500,Oklahoma State University,"22,047",15.4,7%,50 : 50,
2021,401–500,Oregon State University,"25,824",16.6,11%,47 : 53,
2021,401–500,University of Pavia,"25,589",44.0,8%,56 : 44,
2021,401–500,University of Peradeniya,"17,301",11.5,1%,61 : 39,
2021,401–500,University of the Philippines,"41,419",8.7,1%,54 : 46,
2021,401–500,University of Pisa,"32,974",21.1,6%,51 : 49,
2021,401–500,University of Plymouth,"17,480",17.6,15%,55 : 45,
2021,401–500,Polytechnic University of Bari,"6,729",28.9,2%,32 : 68,
2021,401–500,Pontificia Universidad Javeriana,"29,281",15.3,1%,55 : 45,
2021,401–500,University of Porto,"32,586",17.6,18%,55 : 45,
2021,401–500,University of Rome II – Tor Vergata,"25,893",13.8,13%,53 : 47,
2021,401–500,Royal Veterinary College,"2,190",11.0,23%,79 : 21,
2021,401–500,University of St Gallen,"7,759",12.0,33%,35 : 65,
2021,401–500,Empress Catherine II Saint Petersburg Mining University,"7,705",11.4,11%,40 : 60,
2021,401–500,University of Salerno,"25,123",27.5,2%,55 : 45,
2021,401–500,University of Sannio,"2,998",15.8,2%,51 : 49,
2021,401–500,University of Saskatchewan,"17,973",18.4,21%,55 : 45,
2021,401–500,Semmelweis University,"10,945",9.4,32%,69 : 31,
2021,401–500,Sharif University of Technology,"8,742",20.1,2%,25 : 75,
2021,401–500,Shenzhen University,"35,396",14.5,1%,49 : 51,
2021,401–500,University of Siena,"13,232",17.6,9%,61 : 39,
2021,401–500,University of South Carolina-Columbia,"32,445",16.4,6%,54 : 46,
2021,401–500,South China University of Technology,"40,581",13.4,5%,38 : 62,
2021,401–500,SRUC (Scotland’s Rural College),"1,440",9.3,11%,54 : 46,
2021,401–500,University of Strathclyde,"18,785",18.5,27%,50 : 50,
2021,401–500,Technion Israel Institute of Technology,"14,740",21.8,8%,37 : 63,
2021,401–500,Tianjin University,"37,405",14.5,7%,,
2021,401–500,Tokyo Medical and Dental University (TMDU),"3,011",3.4,9%,50 : 50,
2021,401–500,Tongji University,"33,740",12.0,14%,45 : 55,
2021,401–500,University of Tsukuba,"16,633",13.4,20%,39 : 61,
2021,401–500,TU Dortmund University,"34,681",109.1,10%,45 : 55,
2021,401–500,The University of Tulsa,"4,209",11.2,14%,46 : 54,
2021,401–500,University of Turin,"55,957",28.5,8%,61 : 39,
2021,401–500,TU Wien,"10,433",19.3,30%,29 : 71,
2021,401–500,University of Valencia,"49,822",14.4,12%,59 : 41,
2021,401–500,Verona University,"20,140",27.2,5%,65 : 35,
2021,401–500,UWE Bristol (University of the West of England),"22,045",15.5,21%,54 : 46,
2021,401–500,Xi’an Jiaotong University,"36,551",12.5,7%,36 : 64,
2021,401–500,York University,"49,353",37.7,25%,57 : 43,
2021,501–600,Abdul Wali Khan University Mardan,"9,664",22.7,1%,29 : 71,
2021,501–600,Amirkabir University of Technology,"11,672",22.1,2%,36 : 64,
2021,501–600,University of L’Aquila,"17,322",39.5,4%,57 : 43,
2021,501–600,Universidad Autónoma de Chile,"24,541",23.2,1%,65 : 35,
2021,501–600,Bar-Ilan University,"16,587",17.5,5%,61 : 39,
2021,501–600,Beihang University,"30,172",13.2,7%,,
2021,501–600,Beijing University of Chemical Technology,"25,739",24.7,4%,38 : 62,
2021,501–600,Beijing Institute of Technology,"31,964",13.6,8%,35 : 65,
2021,501–600,Bond University,"3,498",10.2,47%,53 : 47,
2021,501–600,Carleton University,"28,350",30.2,21%,49 : 51,
2021,501–600,University of Catania,"26,838",21.9,3%,56 : 44,
2021,501–600,CentraleSupélec,"4,007",9.8,27%,21 : 79,
2021,501–600,Charles Darwin University,"6,219",23.7,30%,67 : 33,
2021,501–600,Claude Bernard University Lyon 1,"27,490",13.0,13%,53 : 47,
2021,501–600,Complutense University of Madrid,"61,732",20.1,12%,61 : 39,
2021,501–600,University of Costa Rica,"34,776",15.0,2%,53 : 47,
2021,501–600,Université Côte d'Azur,"32,277",19.9,21%,55 : 45,
2021,501–600,University of Cyprus,"6,815",22.2,11%,64 : 36,
2021,501–600,Dublin City University,"13,423",22.8,14%,56 : 44,
2021,501–600,University of Electronic Science and Technology of China,"32,932",15.3,3%,27 : 73,
2021,501–600,Ferhat Abbas Sétif University 1,"35,899",24.3,1%,54 : 46,
2021,501–600,University of Ferrara,"17,025",27.9,7%,59 : 41,
2021,501–600,Fujita Health University,"3,065",3.1,0%,56 : 44,
2021,501–600,Graz University of Technology,"6,297",9.6,21%,24 : 76,
2021,501–600,University of Guelph,"22,384",28.4,9%,59 : 41,
2021,501–600,Gwangju Institute of Science and Technology (GIST),"1,933",11.1,5%,25 : 75,
2021,501–600,Hacettepe University,"51,530",22.6,3%,55 : 45,
2021,501–600,Hofstra University,"10,042",13.5,9%,57 : 43,
2021,501–600,Hokkaido University,"18,483",8.3,12%,31 : 69,
2021,501–600,University of Houston,"46,052",26.0,9%,50 : 50,
2021,501–600,University of Hull,"13,810",17.8,18%,53 : 47,
2021,501–600,University of Insubria,"8,414",24.2,5%,55 : 45,
2021,501–600,Iran University of Medical Sciences,"8,660",8.7,4%,64 : 36,
2021,501–600,Iran University of Science and Technology,"14,067",32.3,1%,32 : 68,
2021,501–600,ITMO University,"10,094",14.5,17%,36 : 64,
2021,501–600,Jagiellonian University,"38,054",10.5,9%,66 : 34,
2021,501–600,University of Kashan,"8,245",26.7,4%,53 : 47,
2021,501–600,Keele University,"9,115",14.7,17%,57 : 43,
2021,501–600,King Fahd University of Petroleum and Minerals,"6,948",6.8,11%,1 : 99,
2021,501–600,King Khalid University,"39,665",8.7,9%,54 : 46,
2021,501–600,Lagos State University,"23,421",33.9,0%,44 : 56,
2021,501–600,Leibniz University Hannover,"28,742",58.4,16%,40 : 60,
2021,501–600,University of Limerick,"14,708",25.1,19%,50 : 50,
2021,501–600,University of Lincoln,"12,905",14.8,12%,55 : 45,
2021,501–600,University of Lisbon,"49,019",17.9,15%,52 : 48,
2021,501–600,Louisiana State University,"28,221",20.0,6%,53 : 47,
2021,501–600,Lviv Polytechnic National University,"21,840",10.4,1%,40 : 60,
2021,501–600,Mashhad University of Medical Sciences,"9,592",10.5,3%,59 : 41,
2021,501–600,Memorial University of Newfoundland,"15,253",13.9,20%,56 : 44,
2021,501–600,University of Messina,"15,857",15.9,2%,62 : 38,
2021,501–600,University of Montana,"8,559",16.2,2%,57 : 43,
2021,501–600,Murdoch University,"15,009",31.4,42%,60 : 40,
2021,501–600,National Cheng Kung University (NCKU),"20,659",15.5,13%,37 : 63,
2021,501–600,National Chiao Tung University,"12,090",16.9,12%,30 : 70,
2021,501–600,National Taiwan University of Science and Technology (Taiwan Tech),"8,528",19.2,17%,30 : 70,
2021,501–600,University of Nebraska Medical Center,"3,675",2.6,8%,64 : 36,
2021,501–600,New Jersey Institute of Technology,"9,284",14.8,27%,26 : 74,
2021,501–600,Northern Arizona University,"30,486",27.6,5%,61 : 39,
2021,501–600,North-West University,"39,056",28.4,4%,60 : 40,
2021,501–600,Northwestern Polytechnical University,"27,813",13.2,4%,28 : 72,
2021,501–600,Universidad Peruana Cayetano Heredia,"6,281",10.4,2%,68 : 32,
2021,501–600,Polytechnic University of Turin,"29,006",31.3,15%,28 : 72,
2021,501–600,Pontificia Universidad Católica de Chile,"29,071",15.1,7%,,
2021,501–600,University of Portsmouth,"20,870",15.4,26%,46 : 54,
2021,501–600,Quaid-i-Azam University,"15,258",25.6,1%,66 : 34,
2021,501–600,Renmin University of China,"27,134",13.4,6%,,
2021,501–600,Rensselaer Polytechnic Institute,"7,417",14.5,21%,32 : 68,
2021,501–600,Sabancı University,"3,687",20.7,9%,39 : 61,
2021,501–600,University of Sassari,"14,032",38.8,2%,63 : 37,
2021,501–600,Sciences Po,"12,435",46.1,36%,60 : 40,
2021,501–600,SOAS University of London,"4,985",11.6,53%,66 : 34,
2021,501–600,"Soochow University, China","46,357",16.4,7%,56 : 44,
2021,501–600,Southeast University,"33,469",11.5,5%,40 : 60,
2021,501–600,University of Southern Queensland,"12,117",25.6,18%,59 : 41,
2021,501–600,Southwestern University of Finance and Economics,"23,766",16.8,3%,63 : 37,
2021,501–600,Stevens Institute of Technology,"6,178",17.9,38%,29 : 71,
2021,501–600,University of Strasbourg,"47,732",19.0,20%,58 : 42,
2021,501–600,Suez Canal University,"35,165",11.1,1%,58 : 42,
2021,501–600,Sumy State University,"9,288",10.0,14%,,
2021,501–600,SUNY Binghamton University,"17,959",22.5,13%,49 : 51,
2021,501–600,University of Tehran,"44,960",21.2,2%,44 : 56,
2021,501–600,Tehran University of Medical Sciences,"11,748",6.5,7%,58 : 42,
2021,501–600,Teikyo University,"23,031",16.6,3%,35 : 65,
2021,501–600,Télécom SudParis – Institut Polytechnique de Paris,960,11.3,34%,24 : 76,
2021,501–600,The University of Texas at San Antonio,"25,892",25.1,4%,51 : 49,
2021,501–600,Tomsk State University,"7,798",11.7,35%,,
2021,501–600,University of Trieste,"16,217",24.7,9%,56 : 44,
2021,501–600,Universiti Tunku Abdul Rahman (UTAR),"17,626",15.1,2%,51 : 49,
2021,501–600,University of Tuscia,"6,672",20.6,2%,49 : 51,
2021,501–600,University of Urbino Carlo Bo,"14,432",40.3,6%,62 : 38,
2021,501–600,Victoria University of Wellington,"17,775",18.9,22%,57 : 43,
2021,501–600,University of Waikato,"10,257",19.0,29%,58 : 42,
2021,501–600,The University of the West Indies,"23,753",15.5,1%,70 : 30,
2021,501–600,University of the West of Scotland,"12,500",22.7,22%,61 : 39,
2021,501–600,Xiamen University,"41,546",14.8,5%,47 : 53,
2021,501–600,Zhejiang Normal University,"23,939",10.8,6%,,
2021,601–800,Åbo Akademi University,"5,230",17.0,14%,,
2021,601–800,The University of Aizu,"1,190",11.6,7%,12 : 88,
2021,601–800,Ajou University,"9,224",14.7,8%,,
2021,601–800,The University of Alabama,"36,027",22.4,4%,56 : 44,
2021,601–800,University of Alabama in Huntsville,"7,672",18.0,7%,44 : 56,
2021,601–800,Al-Balqa Applied University,"31,019",30.3,5%,59 : 41,
2021,601–800,Amedeo Avogadro University of Eastern Piedmont,"13,747",36.3,7%,61 : 39,
2021,601–800,University of Antofagasta,"9,152",20.1,1%,53 : 47,
2021,601–800,Aristotle University of Thessaloniki,"47,827",28.6,5%,57 : 43,
2021,601–800,University of Arkansas,"25,238",19.9,5%,53 : 47,
2021,601–800,Athens University of Economics and Business,"9,698",47.5,5%,46 : 54,
2021,601–800,Auburn University,"26,838",19.0,9%,50 : 50,
2021,601–800,University of Aveiro,"9,931",16.5,13%,51 : 49,
2021,601–800,University of the Balearic Islands,"11,133",11.8,7%,59 : 41,
2021,601–800,Banaras Hindu University,"15,121",11.4,3%,10 : 90,
2021,601–800,University of Beira Interior,"7,180",16.1,18%,52 : 48,
2021,601–800,University of Belgrade,"95,099",19.0,5%,61 : 39,
2021,601–800,University of Bergamo,"20,565",60.0,7%,61 : 39,
2021,601–800,Bilkent University,"10,093",14.2,9%,46 : 54,
2021,601–800,Birmingham City University,"20,815",18.0,24%,62 : 38,
2021,601–800,Boğaziçi University,"13,772",24.5,3%,45 : 55,
2021,601–800,Université Bourgogne Franche-Comté (UBFC),"61,908",34.1,12%,54 : 46,
2021,601–800,University of Bradford,"8,455",17.8,28%,57 : 43,
2021,601–800,University of Brighton,"17,070",18.8,21%,60 : 40,
2021,601–800,Bucharest University of Economic Studies,"21,340",15.8,4%,63 : 37,
2021,601–800,Ca’ Foscari University of Venice,"16,187",26.3,10%,64 : 36,
2021,601–800,Cairo University,"222,102",41.6,2%,48 : 52,
2021,601–800,University of Calabria,"26,745",33.0,3%,58 : 42,
2021,601–800,University of Central Florida,"58,425",35.7,4%,56 : 44,
2021,601–800,Chapman University,"8,792",12.8,7%,60 : 40,
2021,601–800,Institute of Chemical Technology,"2,278",19.1,0%,36 : 64,
2021,601–800,China Agricultural University,"20,609",12.0,1%,58 : 42,
2021,601–800,"China University of Petroleum, Beijing","15,445",17.6,5%,,
2021,601–800,Chongqing University,"42,095",20.6,5%,,
2021,601–800,Chulalongkorn University,"33,643",12.2,3%,59 : 41,
2021,601–800,Chung-Ang University,"17,599",22.3,20%,,
2021,601–800,Clemson University,"22,236",16.1,7%,48 : 52,
2021,601–800,University of Clermont Auvergne,"35,625",20.9,14%,56 : 44,
2021,601–800,University of Coimbra,"21,332",16.6,18%,57 : 43,
2021,601–800,COMSATS University Islamabad,"33,324",13.3,1%,28 : 72,
2021,601–800,Concordia University,"34,710",33.1,31%,50 : 50,
2021,601–800,Coventry University,"29,610",14.6,45%,48 : 52,
2021,601–800,Creighton University,"8,430",11.2,5%,58 : 42,
2021,601–800,Dalian University of Technology,"39,705",15.2,3%,35 : 65,
2021,601–800,University of Delhi,"24,725",25.5,1%,47 : 53,
2021,601–800,De Montfort University,"21,135",19.9,30%,55 : 45,
2021,601–800,University of Deusto,"9,553",22.6,11%,60 : 40,
2021,601–800,École des Mines de Saint-Étienne,"1,110",9.0,25%,26 : 74,
2021,601–800,École normale supérieure Paris-Saclay,"1,850",12.2,16%,29 : 71,
2021,601–800,Edinburgh Napier University,"10,385",18.1,31%,55 : 45,
2021,601–800,Eötvös Loránd University,"27,199",14.8,10%,63 : 37,
2021,601–800,European University of Madrid,"10,307",10.3,31%,47 : 53,
2021,601–800,Ewha Womans University,"14,824",17.2,13%,100 : 0,
2021,601–800,Federal University of Minas Gerais,"43,833",12.2,2%,53 : 47,
2021,601–800,Universidade Federal do Rio Grande do Sul,"51,830",18.7,1%,51 : 49,
2021,601–800,Universidade Federal de Santa Catarina,"38,362",16.1,3%,48 : 52,
2021,601–800,Universidade Federal de São Paulo (UNIFESP),"14,526",5.3,1%,61 : 39,
2021,601–800,Universidade Federal de Sergipe,"25,821",15.0,0%,52 : 48,
2021,601–800,Gabriele d‘Annunzio University,"24,710",37.4,2%,64 : 36,
2021,601–800,University of Girona,"13,920",21.1,14%,58 : 42,
2021,601–800,Glasgow Caledonian University,"13,235",21.2,18%,58 : 42,
2021,601–800,University of Granada,"56,173",15.7,12%,59 : 41,
2021,601–800,University of Graz,"19,845",21.8,15%,65 : 35,
2021,601–800,University of Greenwich,"14,210",17.5,38%,58 : 42,
2021,601–800,Guangdong University of Technology,"43,332",19.3,0%,29 : 71,
2021,601–800,University of Haifa,"16,228",9.5,6%,66 : 34,
2021,601–800,Hamburg University of Technology,"5,127",34.2,24%,27 : 73,
2021,601–800,Huazhong Agricultural University,"26,498",16.8,2%,54 : 46,
2021,601–800,University of Huddersfield,"14,970",21.9,26%,55 : 45,
2021,601–800,University of Idaho,"9,779",17.3,8%,49 : 51,
2021,601–800,Reichman University,"6,773",45.8,25%,51 : 49,
2021,601–800,"Indian Institute of Science Education and Research, Pune","1,418",10.4,0%,33 : 67,
2021,601–800,Indian Institute of Science Education and Research Kolkata,"1,442",13.7,0%,26 : 74,
2021,601–800,Indian Institute of Technology Gandhinagar,"1,419",13.1,0%,23 : 77,
2021,601–800,Indian Institute of Technology Hyderabad,"2,350",13.1,0%,20 : 80,
2021,601–800,Indraprastha Institute of Information Technology Delhi,"1,332",17.1,1%,25 : 75,
2021,601–800,Universitat Internacional de Catalunya,"4,121",11.6,26%,62 : 38,
2021,601–800,University of International Business and Economics,"15,707",16.8,17%,68 : 32,
2021,601–800,University of Ioannina,"22,956",47.4,4%,56 : 44,
2021,601–800,ISCTE-University Institute of Lisbon,"8,868",23.3,12%,50 : 50,
2021,601–800,Isfahan University of Technology,"9,373",21.8,1%,48 : 52,
2021,601–800,Jamia Millia Islamia,"10,717",9.6,3%,41 : 59,
2021,601–800,Jaume I University,"11,763",15.1,9%,58 : 42,
2021,601–800,Jawaharlal Nehru University,"7,821",13.8,4%,50 : 50,
2021,601–800,Jiangsu Normal University,"22,372",14.1,3%,,
2021,601–800,The Jikei University School of Medicine,"1,090",0.9,0%,49 : 51,
2021,601–800,Jinan University (China),"35,812",14.1,29%,59 : 41,
2021,601–800,University of Johannesburg,"27,660",25.0,15%,54 : 46,
2021,601–800,Johannes Kepler University of Linz,"6,193",10.3,12%,51 : 49,
2021,601–800,Kafrelsheikh University,"88,281",36.2,1%,52 : 48,
2021,601–800,RPTU University Kaiserslautern-Landau,"14,833",51.5,20%,39 : 61,
2021,601–800,Kansai Medical University,841,1.1,3%,38 : 62,
2021,601–800,Kansas State University,"21,036",14.1,8%,50 : 50,
2021,601–800,Kazan Federal University,"25,940",9.7,25%,68 : 32,
2021,601–800,Universiti Kebangsaan Malaysia,"17,601",10.3,16%,57 : 43,
2021,601–800,Keio University,"34,498",10.0,9%,37 : 63,
2021,601–800,King George’s Medical University,"2,934",6.9,0%,46 : 54,
2021,601–800,Kobe University,"15,676",9.9,8%,35 : 65,
2021,601–800,Konkuk University,"12,047",22.8,17%,51 : 49,
2021,601–800,University of Kurdistan,"10,555",31.0,3%,54 : 46,
2021,601–800,University of Lagos,"34,514",19.9,0%,49 : 51,
2021,601–800,Lakehead University,"8,060",24.6,16%,54 : 46,
2021,601–800,University of La Laguna,"18,300",12.7,4%,58 : 42,
2021,601–800,University of Latvia,"12,007",31.7,7%,70 : 30,
2021,601–800,Lehigh University,"6,545",11.0,19%,45 : 55,
2021,601–800,University of Lille,"68,393",28.5,14%,57 : 43,
2021,601–800,Lincoln University (New Zealand),"2,511",13.8,42%,50 : 50,
2021,601–800,University of Lleida,"8,702",14.2,9%,60 : 40,
2021,601–800,University of Lorraine,"59,690",19.5,16%,52 : 48,
2021,601–800,Mae Fah Luang University,"14,218",22.9,5%,72 : 28,
2021,601–800,Mahatma Gandhi University,"1,653",17.6,1%,68 : 32,
2021,601–800,Mahidol University,"29,296",9.7,4%,64 : 36,
2021,601–800,University of Malta,"10,122",14.4,10%,58 : 42,
2021,601–800,Manchester Metropolitan University,"28,375",15.1,17%,58 : 42,
2021,601–800,Marche Polytechnic University,"10,550",19.8,5%,47 : 53,
2021,601–800,"University of Maryland, Baltimore County","11,808",18.6,8%,45 : 55,
2021,601–800,Masaryk University,"31,107",19.6,22%,62 : 38,
2021,601–800,Massey University,"18,664",16.5,32%,63 : 37,
2021,601–800,Metropolitan Autonomous University,"58,623",20.2,0%,48 : 52,
2021,601–800,Miguel Hernández University of Elche,"11,695",17.0,6%,48 : 52,
2021,601–800,University of Missouri-St Louis,"6,777",15.5,5%,58 : 42,
2021,601–800,University of Mohaghegh Ardabili,"10,427",27.2,0%,54 : 46,
2021,601–800,Montana State University,"14,153",17.6,3%,47 : 53,
2021,601–800,Tecnológico de Monterrey,"14,683",15.1,10%,42 : 58,
2021,601–800,University of Nairobi,"84,000",37.6,0%,31 : 69,
2021,601–800,Nanjing Agricultural University,"26,368",16.3,3%,57 : 43,
2021,601–800,Nanjing University of Information Science and Technology,"25,567",16.7,4%,,
2021,601–800,Nanjing Medical University,"19,949",11.0,5%,,
2021,601–800,Nanjing Tech University,"34,424",13.8,2%,,
2021,601–800,Nantes Université,"36,559",24.2,11%,56 : 44,
2021,601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),"6,292",19.6,28%,34 : 66,
2021,601–800,National University of Science and Technology (MISiS),"7,168",10.8,26%,40 : 60,
2021,601–800,National Taiwan Normal University,"9,854",10.9,26%,,
2021,601–800,National Technical University of Athens,"14,419",20.4,7%,33 : 67,
2021,601–800,"University of Nevada, Las Vegas","25,690",22.4,5%,57 : 43,
2021,601–800,New Mexico State University (Main campus),"12,400",16.3,7%,55 : 45,
2021,601–800,Nippon Medical School,850,0.9,0%,34 : 66,
2021,601–800,University of North Carolina at Greensboro,"19,105",21.5,4%,66 : 34,
2021,601–800,Norwegian University of Life Sciences,"5,860",6.8,20%,59 : 41,
2021,601–800,Nottingham Trent University,"25,860",14.7,20%,58 : 42,
2021,601–800,Novosibirsk State University,"7,043",6.2,20%,,
2021,601–800,Ohio University (Main campus),"24,729",23.0,5%,56 : 44,
2021,601–800,The Open University,"59,910",31.0,8%,63 : 37,
2021,601–800,Open University of Catalonia,"24,756",86.2,5%,56 : 44,
2021,601–800,Oxford Brookes University,"13,590",15.3,26%,59 : 41,
2021,601–800,Ozyegin University,"6,280",19.1,4%,43 : 57,
2021,601–800,Palacký University Olomouc,"17,337",13.8,13%,69 : 31,
2021,601–800,University of Palermo,"29,820",20.7,1%,58 : 42,
2021,601–800,Panjab University,"19,006",20.3,1%,49 : 51,
2021,601–800,Panthéon-Sorbonne University – Paris 1,"33,714",27.2,21%,60 : 40,
2021,601–800,University of Parma,"26,046",29.8,6%,56 : 44,
2021,601–800,Parthenope University of Naples,"12,106",35.9,2%,43 : 57,
2021,601–800,University of Pécs,"16,798",11.7,24%,57 : 43,
2021,601–800,Universitat Politècnica de Catalunya,"22,824",10.0,13%,27 : 73,
2021,601–800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),"14,999",19.5,4%,51 : 49,
2021,601–800,University of Pretoria,"35,387",23.1,7%,57 : 43,
2021,601–800,Universiti Putra Malaysia,"19,937",12.1,25%,61 : 39,
2021,601–800,Université du Québec,"53,354",19.7,12%,56 : 44,
2021,601–800,University of Rennes 1,"28,137",18.5,11%,53 : 47,
2021,601–800,University of Rhode Island,"16,254",15.0,3%,58 : 42,
2021,601–800,University of Rome III,"32,361",49.9,5%,59 : 41,
2021,601–800,Roskilde University,"6,305",17.4,13%,64 : 36,
2021,601–800,Rovira i Virgili University,"12,562",12.3,12%,60 : 40,
2021,601–800,Toronto Metropolitan University,"34,510",42.8,5%,55 : 45,
2021,601–800,Universiti Sains Malaysia,"21,039",10.7,14%,64 : 36,
2021,601–800,Saint Petersburg State University,"21,865",7.1,15%,63 : 37,
2021,601–800,University of Salento,"12,462",20.9,1%,63 : 37,
2021,601–800,San Diego State University,"31,109",29.9,8%,55 : 45,
2021,601–800,Savitribai Phule Pune University,"6,182",12.9,3%,60 : 40,
2021,601–800,Shahid Beheshti University,"18,438",21.2,2%,51 : 49,
2021,601–800,Shahid Beheshti University of Medical Sciences,"12,361",8.6,3%,59 : 41,
2021,601–800,Shandong University,"43,643",13.3,7%,52 : 48,
2021,601–800,University of Sharjah,"12,688",18.6,58%,67 : 33,
2021,601–800,Shiraz University of Technology,"1,453",14.4,0%,36 : 64,
2021,601–800,Sichuan University,"67,257",14.0,4%,50 : 50,
2021,601–800,University of Siegen,"19,291",40.6,12%,51 : 49,
2021,601–800,Southern Cross University,"10,197",32.5,32%,61 : 39,
2021,601–800,Southern Medical University,"19,802",11.0,6%,,
2021,601–800,University of the Sunshine Coast,"10,242",28.5,18%,67 : 33,
2021,601–800,University of Tabriz,"12,444",16.0,6%,53 : 47,
2021,601–800,Tabriz University of Medical Sciences,"8,075",9.4,0%,52 : 48,
2021,601–800,Universiti Teknologi Malaysia,"19,988",11.8,17%,44 : 56,
2021,601–800,Universiti Teknologi Petronas,"5,907",15.3,19%,35 : 65,
2021,601–800,University of Texas at Arlington,"29,817",27.7,14%,57 : 43,
2021,601–800,Texas Tech University,"33,464",20.9,9%,47 : 53,
2021,601–800,Thapar Institute of Engineering and Technology,"7,996",14.9,1%,24 : 76,
2021,601–800,University of Thessaly,"17,886",40.7,2%,50 : 50,
2021,601–800,University of Toledo,"18,587",15.5,10%,51 : 49,
2021,601–800,TU Braunschweig,"20,103",10.3,15%,38 : 62,
2021,601–800,University of Udine,"11,776",18.0,7%,53 : 47,
2021,601–800,University of Ulsan,"12,830",11.5,5%,46 : 54,
2021,601–800,Ulster University,"17,195",17.3,8%,56 : 44,
2021,601–800,Universiti Utara Malaysia,"12,951",11.6,29%,69 : 31,
